ticket_id,n_events,n_status_changes,reopened_from_log
TCK-001074,3,2,0
TCK-001075,3,2,0
TCK-001076,3,2,0
TCK-001077,3,2,0
TCK-001078,3,2,0
TCK-001079,3,2,0
TCK-001080,3,2,0
TCK-001081,3,2,0
TCK-001082,3,2,0
TCK-001083,4,3,1
TCK-001084,3,2,0
TCK-001085,3,2,0
TCK-001086,3,2,0
TCK-001087,3,2,0
TCK-001088,3,2,0
TCK-001089,3,2,0
TCK-001090,3,2,0
TCK-001091,3,2,0
TCK-001092,3,2,0
TCK-001093,3,2,0
TCK-001094,3,2,0
TCK-001095,3,2,0
TCK-001096,3,2,0
TCK-001097,3,2,0
TCK-001098,3,2,0
TCK-001099,3,2,0
TCK-001100,3,2,0
TCK-001101,3,2,0
TCK-001102,3,2,0
TCK-001103,3,2,0
TCK-001104,3,2,0
TCK-001105,3,2,0
TCK-001106,3,2,0
TCK-001107,3,2,0
TCK-001108,3,2,0
TCK-001109,3,2,0
TCK-001110,3,2,0
TCK-001111,3,2,0
TCK-001112,3,2,0
TCK-001113,3,2,0
TCK-001114,3,2,0
TCK-001115,3,2,0
TCK-001116,3,2,0
TCK-001117,3,2,0
TCK-001118,3,2,0
TCK-001119,4,3,1
TCK-001120,3,2,0
TCK-001121,3,2,0
TCK-001122,3,2,0
TCK-001123,3,2,0
TCK-001124,4,3,1
TCK-001125,3,2,0
TCK-001126,3,2,0
TCK-001127,3,2,0
TCK-001128,3,2,0
TCK-001129,3,2,0
TCK-001130,3,2,0
TCK-001131,3,2,0
TCK-001132,3,2,0
TCK-001133,3,2,0
TCK-001134,3,2,0
TCK-001135,4,3,1
TCK-001136,3,2,0
TCK-001137,3,2,0
TCK-001138,3,2,0
TCK-001139,3,2,0
TCK-001140,3,2,0
TCK-001141,3,2,0
TCK-001142,3,2,0
TCK-001143,3,2,0
TCK-001144,3,2,0
TCK-001145,3,2,0
TCK-001146,3,2,0
TCK-001147,4,3,1
TCK-001148,3,2,0
TCK-001149,3,2,0
TCK-001150,3,2,0
TCK-001151,3,2,0
TCK-001152,3,2,0
TCK-001153,3,2,0
TCK-001154,3,2,0
TCK-001155,4,3,1
TCK-001156,3,2,0
TCK-001157,3,2,0
TCK-001158,4,3,1
TCK-001159,3,2,0
TCK-001160,4,3,1
TCK-001161,3,2,0
TCK-001162,3,2,0
TCK-001163,3,2,0
TCK-001164,3,2,0
TCK-001165,3,2,0
TCK-001166,4,3,1
TCK-001167,3,2,0
TCK-001168,4,3,1
TCK-001169,3,2,0
TCK-001170,3,2,0
TCK-001171,3,2,0
TCK-001172,3,2,0
TCK-001173,3,2,0
TCK-001174,3,2,0
TCK-001175,3,2,0
TCK-001176,3,2,0
TCK-001177,3,2,0
TCK-001178,3,2,0
TCK-001179,3,2,0
TCK-001180,3,2,0
TCK-001181,3,2,0
TCK-001182,3,2,0
TCK-001183,3,2,0
TCK-001184,3,2,0
TCK-001185,3,2,0
TCK-001186,3,2,0
TCK-001187,3,2,0
TCK-001188,3,2,0
TCK-001189,3,2,0
TCK-001190,3,2,0
TCK-001191,3,2,0
TCK-001192,3,2,0
TCK-001193,4,3,1
TCK-001194,3,2,0
TCK-001195,3,2,0
TCK-001196,3,2,0
TCK-001197,3,2,0
TCK-001198,3,2,0
TCK-001199,3,2,0
TCK-001200,3,2,0
TCK-001201,4,3,1
TCK-001202,3,2,0
TCK-001203,3,2,0
TCK-001204,3,2,0
TCK-001205,3,2,0
TCK-001206,3,2,0
TCK-001207,3,2,0
TCK-001208,3,2,0
TCK-001209,3,2,0
TCK-001210,3,2,0
TCK-001211,3,2,0
TCK-001212,3,2,0
TCK-001213,3,2,0
TCK-001214,4,3,1
TCK-001215,3,2,0
TCK-001216,3,2,0
TCK-001217,3,2,0
TCK-001218,3,2,0
TCK-001219,3,2,0
TCK-001220,3,2,0
TCK-001221,3,2,0
TCK-001222,3,2,0
TCK-001223,3,2,0
TCK-001224,4,3,1
TCK-001225,3,2,0
TCK-001226,3,2,0
TCK-001227,3,2,0
TCK-001228,3,2,0
TCK-001229,3,2,0
TCK-001230,4,3,1
TCK-001231,3,2,0
TCK-001232,3,2,0
TCK-001233,3,2,0
TCK-001234,3,2,0
TCK-001235,3,2,0
TCK-001236,3,2,0
TCK-001237,3,2,0
TCK-001238,3,2,0
TCK-001239,4,3,1
TCK-001240,4,3,1
TCK-001241,3,2,0
TCK-001242,3,2,0
TCK-001243,3,2,0
TCK-001244,3,2,0
TCK-001245,3,2,0
TCK-001246,3,2,0
TCK-001247,3,2,0
TCK-001248,3,2,0
TCK-001249,3,2,0
TCK-001250,3,2,0
TCK-001251,3,2,0
TCK-001252,3,2,0
TCK-001253,4,3,1
TCK-001254,3,2,0
TCK-001255,3,2,0
TCK-001256,3,2,0
TCK-001257,3,2,0
TCK-001258,3,2,0
TCK-001259,4,3,1
TCK-001260,3,2,0
TCK-001261,3,2,0
TCK-001262,3,2,0
TCK-001263,3,2,0
TCK-001264,3,2,0
TCK-001265,3,2,0
TCK-001266,3,2,0
TCK-001267,3,2,0
TCK-001268,3,2,0
TCK-001269,3,2,0
TCK-001270,3,2,0
TCK-001271,3,2,0
TCK-001272,3,2,0
TCK-001273,3,2,0
TCK-001274,4,3,1
TCK-001275,3,2,0
TCK-001276,3,2,0
TCK-001277,3,2,0
TCK-001278,3,2,0
TCK-001279,3,2,0
TCK-001280,3,2,0
TCK-001281,3,2,0
TCK-001282,3,2,0
TCK-001283,3,2,0
TCK-001284,3,2,0
TCK-001285,3,2,0
TCK-001286,3,2,0
TCK-001287,3,2,0
TCK-001288,3,2,0
TCK-001289,3,2,0
TCK-001290,3,2,0
TCK-001291,3,2,0
TCK-001292,3,2,0
TCK-001293,4,3,1
TCK-001294,3,2,0
TCK-001295,3,2,0
TCK-001296,3,2,0
TCK-001297,3,2,0
TCK-001298,3,2,0
TCK-001299,3,2,0
TCK-001300,3,2,0
TCK-001301,3,2,0
TCK-001302,3,2,0
TCK-001303,3,2,0
TCK-001304,4,3,1
TCK-001305,3,2,0
TCK-001306,3,2,0
TCK-001307,3,2,0
TCK-001308,3,2,0
TCK-001309,3,2,0
TCK-001310,3,2,0
TCK-001311,3,2,0
TCK-001312,3,2,0
TCK-001313,3,2,0
TCK-001314,3,2,0
TCK-001315,3,2,0
TCK-001316,3,2,0
TCK-001317,3,2,0
TCK-001318,3,2,0
TCK-001319,3,2,0
TCK-001320,3,2,0
TCK-001321,3,2,0
TCK-001322,3,2,0
TCK-001323,3,2,0
TCK-001324,3,2,0
TCK-001325,3,2,0
TCK-001326,3,2,0
TCK-001327,4,3,1
TCK-001328,3,2,0
TCK-001329,3,2,0
TCK-001330,3,2,0
TCK-001331,3,2,0
TCK-001332,3,2,0
TCK-001333,3,2,0
TCK-001334,3,2,0
TCK-001335,3,2,0
TCK-001336,3,2,0
TCK-001337,3,2,0
TCK-001338,3,2,0
TCK-001339,3,2,0
TCK-001340,3,2,0
TCK-001341,3,2,0
TCK-001342,3,2,0
TCK-001343,3,2,0
TCK-001344,3,2,0
TCK-001345,3,2,0
TCK-001346,3,2,0
TCK-001347,3,2,0
TCK-001348,3,2,0
TCK-001349,3,2,0
TCK-001350,3,2,0
TCK-001351,3,2,0
TCK-001352,3,2,0
TCK-001353,3,2,0
TCK-001354,3,2,0
TCK-001355,3,2,0
TCK-001356,3,2,0
TCK-001357,3,2,0
TCK-001358,3,2,0
TCK-001359,3,2,0
TCK-001360,3,2,0
TCK-001361,4,3,1
TCK-001362,3,2,0
TCK-001363,3,2,0
TCK-001364,3,2,0
TCK-001365,3,2,0
TCK-001366,3,2,0
TCK-001367,4,3,1
TCK-001368,3,2,0
TCK-001369,3,2,0
TCK-001370,4,3,1
TCK-001371,3,2,0
TCK-001372,3,2,0
TCK-001373,3,2,0
TCK-001374,3,2,0
TCK-001375,3,2,0
TCK-001376,3,2,0
TCK-001377,3,2,0
TCK-001378,3,2,0
TCK-001379,3,2,0
TCK-001380,3,2,0
TCK-001381,3,2,0
TCK-001382,4,3,1
TCK-001383,3,2,0
TCK-001384,3,2,0
TCK-001385,3,2,0
TCK-001386,3,2,0
TCK-001387,3,2,0
TCK-001388,3,2,0
TCK-001389,3,2,0
TCK-001390,4,3,1
TCK-001391,3,2,0
TCK-001392,3,2,0
TCK-001393,3,2,0
TCK-001394,3,2,0
TCK-001395,3,2,0
TCK-001396,3,2,0
TCK-001397,3,2,0
TCK-001398,3,2,0
TCK-001399,4,3,1
TCK-001400,3,2,0
TCK-001401,3,2,0
TCK-001402,3,2,0
TCK-001403,3,2,0
TCK-001404,3,2,0
TCK-001405,3,2,0
TCK-001406,3,2,0
TCK-001407,3,2,0
TCK-001408,3,2,0
TCK-001409,4,3,1
TCK-001410,3,2,0
TCK-001411,3,2,0
TCK-001412,3,2,0
TCK-001413,4,3,1
TCK-001414,3,2,0
TCK-001415,3,2,0
TCK-001416,3,2,0
TCK-001417,3,2,0
TCK-001418,4,3,1
TCK-001419,3,2,0
TCK-001420,3,2,0
TCK-001421,3,2,0
TCK-001422,3,2,0
TCK-001423,3,2,0
TCK-001424,3,2,0
TCK-001425,3,2,0
TCK-001426,3,2,0
TCK-001427,3,2,0
TCK-001428,4,3,1
TCK-001429,3,2,0
TCK-001430,3,2,0
TCK-001431,3,2,0
TCK-001432,3,2,0
TCK-001433,3,2,0
TCK-001434,3,2,0
TCK-001435,3,2,0
TCK-001436,3,2,0
TCK-001437,3,2,0
TCK-001438,3,2,0
TCK-001439,3,2,0
TCK-001440,3,2,0
TCK-001441,3,2,0
TCK-001442,3,2,0
TCK-001443,3,2,0
TCK-001444,3,2,0
TCK-001445,3,2,0
TCK-001446,3,2,0
TCK-001447,3,2,0
TCK-001448,3,2,0
TCK-001449,3,2,0
TCK-001450,3,2,0
TCK-001451,3,2,0
TCK-001452,3,2,0
TCK-001453,4,3,1
TCK-001454,3,2,0
TCK-001455,3,2,0
TCK-001456,3,2,0
TCK-001457,3,2,0
TCK-001458,3,2,0
TCK-001459,4,3,1
TCK-001460,3,2,0
TCK-001461,3,2,0
TCK-001462,3,2,0
TCK-001463,3,2,0
TCK-001464,3,2,0
TCK-001465,3,2,0
TCK-001466,4,3,1
TCK-001467,3,2,0
TCK-001468,3,2,0
TCK-001469,3,2,0
TCK-001470,3,2,0
TCK-001471,4,3,1
TCK-001472,3,2,0
TCK-001473,3,2,0
TCK-001474,3,2,0
TCK-001475,4,3,1
TCK-001476,3,2,0
TCK-001477,3,2,0
TCK-001478,3,2,0
TCK-001479,3,2,0
TCK-001480,3,2,0
TCK-001481,4,3,1
TCK-001482,3,2,0
TCK-001483,3,2,0
TCK-001484,3,2,0
TCK-001485,3,2,0
TCK-001486,3,2,0
TCK-001487,3,2,0
TCK-001488,4,3,1
TCK-001489,3,2,0
TCK-001490,3,2,0
TCK-001491,3,2,0
TCK-001492,3,2,0
TCK-001493,3,2,0
TCK-001494,3,2,0
TCK-001495,3,2,0
TCK-001496,3,2,0
TCK-001497,3,2,0
TCK-001498,3,2,0
TCK-001499,3,2,0
TCK-001500,3,2,0
TCK-001501,3,2,0
TCK-001502,4,3,1
TCK-001503,3,2,0
TCK-001504,3,2,0
TCK-001505,3,2,0
TCK-001506,3,2,0
TCK-001507,3,2,0
TCK-001508,3,2,0
TCK-001509,4,3,1
TCK-001510,3,2,0
TCK-001511,3,2,0
TCK-001512,3,2,0
TCK-001513,3,2,0
TCK-001514,3,2,0
TCK-001515,3,2,0
TCK-001516,3,2,0
TCK-001517,3,2,0
TCK-001518,3,2,0
TCK-001519,3,2,0
TCK-001520,3,2,0
TCK-001521,3,2,0
TCK-001522,3,2,0
TCK-001523,3,2,0
TCK-001524,3,2,0
TCK-001525,3,2,0
TCK-001526,3,2,0
TCK-001527,3,2,0
TCK-001528,3,2,0
TCK-001529,3,2,0
TCK-001530,3,2,0
TCK-001531,3,2,0
TCK-001532,3,2,0
TCK-001533,3,2,0
TCK-001534,4,3,1
TCK-001535,3,2,0
TCK-001536,3,2,0
TCK-001537,3,2,0
TCK-001538,3,2,0
TCK-001539,3,2,0
TCK-001540,3,2,0
TCK-001541,4,3,1
TCK-001542,3,2,0
TCK-001543,3,2,0
TCK-001544,3,2,0
TCK-001545,3,2,0
TCK-001546,3,2,0
TCK-001547,3,2,0
TCK-001548,3,2,0
TCK-001549,3,2,0
TCK-001550,3,2,0
TCK-001551,3,2,0
TCK-001552,3,2,0
TCK-001553,3,2,0
TCK-001554,3,2,0
TCK-001555,3,2,0
TCK-001556,3,2,0
TCK-001557,3,2,0
TCK-001558,4,3,1
TCK-001559,3,2,0
TCK-001560,3,2,0
TCK-001561,3,2,0
TCK-001562,3,2,0
TCK-001563,4,3,1
TCK-001564,3,2,0
TCK-001565,3,2,0
TCK-001566,3,2,0
TCK-001567,4,3,1
TCK-001568,3,2,0
TCK-001569,3,2,0
TCK-001570,4,3,1
TCK-001571,3,2,0
TCK-001572,4,3,1
TCK-001573,3,2,0
TCK-001574,3,2,0
TCK-001575,3,2,0
TCK-001576,3,2,0
TCK-001577,3,2,0
TCK-001578,3,2,0
TCK-001579,3,2,0
TCK-001580,3,2,0
TCK-001581,3,2,0
TCK-001582,3,2,0
TCK-001583,3,2,0
TCK-001584,3,2,0
TCK-001585,3,2,0
TCK-001586,4,3,1
TCK-001587,3,2,0
TCK-001588,3,2,0
TCK-001589,3,2,0
TCK-001590,3,2,0
TCK-001591,4,3,1
TCK-001592,3,2,0
TCK-001593,3,2,0
TCK-001594,3,2,0
TCK-001595,3,2,0
TCK-001596,3,2,0
TCK-001597,3,2,0
TCK-001598,3,2,0
TCK-001599,3,2,0
TCK-001600,3,2,0
TCK-001601,3,2,0
TCK-001602,3,2,0
TCK-001603,3,2,0
TCK-001604,4,3,1
TCK-001605,3,2,0
TCK-001606,3,2,0
TCK-001607,3,2,0
TCK-001608,3,2,0
TCK-001609,3,2,0
TCK-001610,3,2,0
TCK-001611,3,2,0
TCK-001612,3,2,0
TCK-001613,3,2,0
TCK-001614,4,3,1
TCK-001615,4,3,1
TCK-001616,3,2,0
TCK-001617,3,2,0
TCK-001618,3,2,0
TCK-001619,3,2,0
TCK-001620,3,2,0
TCK-001621,3,2,0
TCK-001622,3,2,0
TCK-001623,3,2,0
TCK-001624,3,2,0
TCK-001625,3,2,0
TCK-001626,3,2,0
TCK-001627,3,2,0
TCK-001628,3,2,0
TCK-001629,3,2,0
TCK-001630,4,3,1
TCK-001631,3,2,0
TCK-001632,3,2,0
TCK-001633,3,2,0
TCK-001634,3,2,0
TCK-001635,3,2,0
TCK-001636,3,2,0
TCK-001637,3,2,0
TCK-001638,3,2,0
TCK-001639,3,2,0
TCK-001640,3,2,0
TCK-001641,3,2,0
TCK-001642,3,2,0
TCK-001643,3,2,0
TCK-001644,4,3,1
TCK-001645,3,2,0
TCK-001646,3,2,0
TCK-001647,3,2,0
TCK-001648,3,2,0
TCK-001649,3,2,0
TCK-001650,3,2,0
TCK-001651,3,2,0
TCK-001652,3,2,0
TCK-001653,3,2,0
TCK-001654,3,2,0
TCK-001655,4,3,1
TCK-001656,3,2,0
TCK-001657,3,2,0
TCK-001658,3,2,0
TCK-001659,3,2,0
TCK-001660,4,3,1
TCK-001661,3,2,0
TCK-001662,3,2,0
TCK-001663,3,2,0
TCK-001664,3,2,0
TCK-001665,3,2,0
TCK-001666,3,2,0
TCK-001667,3,2,0
TCK-001668,3,2,0
TCK-001669,3,2,0
TCK-001670,3,2,0
TCK-001671,3,2,0
TCK-001672,3,2,0
TCK-001673,4,3,1
TCK-001674,3,2,0
TCK-001675,3,2,0
TCK-001676,3,2,0
TCK-001677,3,2,0
TCK-001678,4,3,1
TCK-001679,4,3,1
TCK-001680,3,2,0
TCK-001681,3,2,0
TCK-001682,3,2,0
TCK-001683,3,2,0
TCK-001684,3,2,0
TCK-001685,3,2,0
TCK-001686,3,2,0
TCK-001687,3,2,0
TCK-001688,3,2,0
TCK-001689,3,2,0
TCK-001690,3,2,0
TCK-001691,3,2,0
TCK-001692,3,2,0
TCK-001693,3,2,0
TCK-001694,3,2,0
TCK-001695,3,2,0
TCK-001696,3,2,0
TCK-001697,3,2,0
TCK-001698,3,2,0
TCK-001699,3,2,0
TCK-001700,3,2,0
TCK-001701,3,2,0
TCK-001702,3,2,0
TCK-001703,4,3,1
TCK-001704,3,2,0
TCK-001705,3,2,0
TCK-001706,3,2,0
TCK-001707,3,2,0
TCK-001708,3,2,0
TCK-001709,4,3,1
TCK-001710,3,2,0
TCK-001711,3,2,0
TCK-001712,3,2,0
TCK-001713,4,3,1
TCK-001714,3,2,0
TCK-001715,3,2,0
TCK-001716,3,2,0
TCK-001717,3,2,0
TCK-001718,3,2,0
TCK-001719,3,2,0
TCK-001720,3,2,0
TCK-001721,3,2,0
TCK-001722,3,2,0
TCK-001723,3,2,0
TCK-001724,3,2,0
TCK-001725,3,2,0
TCK-001726,3,2,0
TCK-001727,3,2,0
TCK-001728,3,2,0
TCK-001729,3,2,0
TCK-001730,3,2,0
TCK-001731,3,2,0
TCK-001732,3,2,0
TCK-001733,3,2,0
TCK-001734,4,3,1
TCK-001735,3,2,0
TCK-001736,3,2,0
TCK-001737,3,2,0
TCK-001738,3,2,0
TCK-001739,4,3,1
TCK-001740,3,2,0
TCK-001741,3,2,0
TCK-001742,3,2,0
TCK-001743,3,2,0
TCK-001744,4,3,1
TCK-001745,3,2,0
TCK-001746,3,2,0
TCK-001747,3,2,0
TCK-001748,3,2,0
TCK-001749,4,3,1
TCK-001750,3,2,0
TCK-001751,3,2,0
TCK-001752,3,2,0
TCK-001753,3,2,0
TCK-001754,4,3,1
TCK-001755,3,2,0
TCK-001756,3,2,0
TCK-001757,3,2,0
TCK-001758,3,2,0
TCK-001759,3,2,0
TCK-001760,3,2,0
TCK-001761,3,2,0
TCK-001762,3,2,0
TCK-001763,3,2,0
TCK-001764,3,2,0
TCK-001765,3,2,0
TCK-001766,3,2,0
TCK-001767,4,3,1
TCK-001768,3,2,0
TCK-001769,3,2,0
TCK-001770,3,2,0
TCK-001771,3,2,0
TCK-001772,3,2,0
TCK-001773,3,2,0
TCK-001774,4,3,1
TCK-001775,3,2,0
TCK-001776,3,2,0
TCK-001777,3,2,0
TCK-001778,3,2,0
TCK-001779,4,3,1
TCK-001780,3,2,0
TCK-001781,3,2,0
TCK-001782,3,2,0
TCK-001783,3,2,0
TCK-001784,3,2,0
TCK-001785,3,2,0
TCK-001786,3,2,0
TCK-001787,3,2,0
TCK-001788,3,2,0
TCK-001789,3,2,0
TCK-001790,3,2,0
TCK-001791,3,2,0
TCK-001792,3,2,0
TCK-001793,3,2,0
TCK-001794,3,2,0
TCK-001795,3,2,0
TCK-001796,3,2,0
TCK-001797,3,2,0
TCK-001798,3,2,0
TCK-001799,3,2,0
TCK-001800,3,2,0
TCK-001801,4,3,1
TCK-001802,3,2,0
TCK-001803,3,2,0
TCK-001804,3,2,0
TCK-001805,3,2,0
TCK-001806,3,2,0
TCK-001807,4,3,1
TCK-001808,3,2,0
TCK-001809,3,2,0
TCK-001810,3,2,0
TCK-001811,3,2,0
TCK-001812,4,3,1
TCK-001813,4,3,1
TCK-001814,3,2,0
TCK-001815,3,2,0
TCK-001816,3,2,0
TCK-001817,3,2,0
TCK-001818,3,2,0
TCK-001819,3,2,0
TCK-001820,3,2,0
TCK-001821,3,2,0
TCK-001822,3,2,0
TCK-001823,3,2,0
TCK-001824,3,2,0
TCK-001825,3,2,0
TCK-001826,3,2,0
TCK-001827,3,2,0
TCK-001828,3,2,0
TCK-001829,3,2,0
TCK-001830,3,2,0
TCK-001831,3,2,0
TCK-001832,3,2,0
TCK-001833,3,2,0
TCK-001834,3,2,0
TCK-001835,3,2,0
TCK-001836,3,2,0
TCK-001837,3,2,0
TCK-001838,3,2,0
TCK-001839,3,2,0
TCK-001840,3,2,0
TCK-001841,3,2,0
TCK-001842,3,2,0
TCK-001843,3,2,0
TCK-001844,3,2,0
TCK-001845,3,2,0
TCK-001846,3,2,0
TCK-001847,3,2,0
TCK-001848,3,2,0
TCK-001849,3,2,0
TCK-001850,3,2,0
TCK-001851,3,2,0
TCK-001852,3,2,0
TCK-001853,3,2,0
TCK-001854,3,2,0
TCK-001855,3,2,0
TCK-001856,3,2,0
TCK-001857,3,2,0
TCK-001858,3,2,0
TCK-001859,3,2,0
TCK-001860,3,2,0
TCK-001861,3,2,0
TCK-001862,3,2,0
TCK-001863,4,3,1
TCK-001864,3,2,0
TCK-001865,3,2,0
TCK-001866,3,2,0
TCK-001867,3,2,0
TCK-001868,3,2,0
TCK-001869,3,2,0
TCK-001870,3,2,0
TCK-001871,3,2,0
TCK-001872,3,2,0
TCK-001873,3,2,0
TCK-001874,3,2,0
TCK-001875,4,3,1
TCK-001876,3,2,0
TCK-001877,3,2,0
TCK-001878,3,2,0
TCK-001879,3,2,0
TCK-001880,3,2,0
TCK-001881,3,2,0
TCK-001882,3,2,0
TCK-001883,3,2,0
TCK-001884,3,2,0
TCK-001885,3,2,0
TCK-001886,4,3,1
TCK-001887,3,2,0
TCK-001888,3,2,0
TCK-001889,3,2,0
TCK-001890,3,2,0
TCK-001891,4,3,1
TCK-001892,3,2,0
TCK-001893,3,2,0
TCK-001894,3,2,0
TCK-001895,3,2,0
TCK-001896,3,2,0
TCK-001897,3,2,0
TCK-001898,4,3,1
TCK-001899,3,2,0
TCK-001900,3,2,0
TCK-001901,3,2,0
TCK-001902,3,2,0
TCK-001903,3,2,0
TCK-001904,3,2,0
TCK-001905,3,2,0
TCK-001906,3,2,0
TCK-001907,3,2,0
TCK-001908,3,2,0
TCK-001909,3,2,0
TCK-001910,3,2,0
TCK-001911,3,2,0
TCK-001912,3,2,0
TCK-001913,3,2,0
TCK-001914,4,3,1
TCK-001915,3,2,0
TCK-001916,3,2,0
TCK-001917,3,2,0
TCK-001918,3,2,0
TCK-001919,3,2,0
TCK-001920,3,2,0
TCK-001921,4,3,1
TCK-001922,4,3,1
TCK-001923,3,2,0
TCK-001924,3,2,0
TCK-001925,4,3,1
TCK-001926,3,2,0
TCK-001927,3,2,0
TCK-001928,3,2,0
TCK-001929,3,2,0
TCK-001930,3,2,0
TCK-001931,4,3,1
TCK-001932,3,2,0
TCK-001933,3,2,0
TCK-001934,3,2,0
TCK-001935,3,2,0
TCK-001936,3,2,0
TCK-001937,3,2,0
TCK-001938,3,2,0
TCK-001939,3,2,0
TCK-001940,3,2,0
TCK-001941,3,2,0
TCK-001942,3,2,0
TCK-001943,3,2,0
TCK-001944,3,2,0
TCK-001945,3,2,0
TCK-001946,3,2,0
TCK-001947,3,2,0
TCK-001948,3,2,0
TCK-001949,4,3,1
TCK-001950,3,2,0
TCK-001951,3,2,0
TCK-001952,3,2,0
TCK-001953,4,3,1
TCK-001954,3,2,0
TCK-001955,4,3,1
TCK-001956,3,2,0
TCK-001957,4,3,1
TCK-001958,3,2,0
TCK-001959,3,2,0
TCK-001960,3,2,0
TCK-001961,3,2,0
TCK-001962,3,2,0
TCK-001963,3,2,0
TCK-001964,3,2,0
TCK-001965,3,2,0
TCK-001966,3,2,0
TCK-001967,4,3,1
TCK-001968,3,2,0
TCK-001969,3,2,0
TCK-001970,3,2,0
TCK-001971,3,2,0
TCK-001972,3,2,0
TCK-001973,3,2,0
TCK-001974,3,2,0
TCK-001975,4,3,1
TCK-001976,3,2,0
TCK-001977,3,2,0
TCK-001978,3,2,0
TCK-001979,3,2,0
TCK-001980,3,2,0
TCK-001981,3,2,0
TCK-001982,3,2,0
TCK-001983,3,2,0
TCK-001984,3,2,0
TCK-001985,3,2,0
TCK-001986,3,2,0
TCK-001987,3,2,0
TCK-001988,3,2,0
TCK-001989,3,2,0
TCK-001990,3,2,0
TCK-001991,3,2,0
TCK-001992,3,2,0
TCK-001993,3,2,0
TCK-001994,3,2,0
TCK-001995,3,2,0
TCK-001996,3,2,0
TCK-001997,4,3,1
TCK-001998,3,2,0
TCK-001999,3,2,0
TCK-002000,3,2,0
TCK-002001,3,2,0
TCK-002002,3,2,0
TCK-002003,3,2,0
TCK-002004,3,2,0
TCK-002005,3,2,0
TCK-002006,3,2,0
TCK-002007,3,2,0
TCK-002008,3,2,0
TCK-002009,3,2,0
TCK-002010,3,2,0
TCK-002011,3,2,0
TCK-002012,3,2,0
TCK-002013,3,2,0
TCK-002014,4,3,1
TCK-002015,3,2,0
TCK-002016,3,2,0
TCK-002017,3,2,0
TCK-002018,3,2,0
TCK-002019,3,2,0
TCK-002020,3,2,0
TCK-002021,3,2,0
TCK-002022,4,3,1
TCK-002023,3,2,0
TCK-002024,3,2,0
TCK-002025,4,3,1
TCK-002026,3,2,0
TCK-002027,3,2,0
TCK-002028,3,2,0
TCK-002029,3,2,0
TCK-002030,3,2,0
TCK-002031,3,2,0
TCK-002032,4,3,1
TCK-002033,3,2,0
TCK-002034,3,2,0
TCK-002035,3,2,0
TCK-002036,3,2,0
TCK-002037,3,2,0
TCK-002038,3,2,0
TCK-002039,3,2,0
TCK-002040,3,2,0
TCK-002041,3,2,0
TCK-002042,4,3,1
TCK-002043,3,2,0
TCK-002044,3,2,0
TCK-002045,3,2,0
TCK-002046,3,2,0
TCK-002047,3,2,0
TCK-002048,3,2,0
TCK-002049,3,2,0
TCK-002050,3,2,0
TCK-002051,3,2,0
TCK-002052,3,2,0
TCK-002053,4,3,1
TCK-002054,3,2,0
TCK-002055,3,2,0
TCK-002056,3,2,0
TCK-002057,3,2,0
TCK-002058,3,2,0
TCK-002059,3,2,0
TCK-002060,3,2,0
TCK-002061,3,2,0
TCK-002062,3,2,0
TCK-002063,3,2,0
TCK-002064,3,2,0
TCK-002065,3,2,0
TCK-002066,3,2,0
TCK-002067,3,2,0
TCK-002068,3,2,0
TCK-002069,3,2,0
TCK-002070,3,2,0
TCK-002071,4,3,1
TCK-002072,3,2,0
TCK-002073,3,2,0
TCK-002074,3,2,0
TCK-002075,3,2,0
TCK-002076,3,2,0
TCK-002077,3,2,0
TCK-002078,3,2,0
TCK-002079,4,3,1
TCK-002080,3,2,0
TCK-002081,3,2,0
TCK-002082,3,2,0
TCK-002083,3,2,0
TCK-002084,3,2,0
TCK-002085,4,3,1
TCK-002086,3,2,0
TCK-002087,3,2,0
TCK-002088,3,2,0
TCK-002089,3,2,0
TCK-002090,3,2,0
TCK-002091,3,2,0
TCK-002092,3,2,0
TCK-002093,3,2,0
TCK-002094,3,2,0
TCK-002095,3,2,0
TCK-002096,3,2,0
TCK-002097,3,2,0
TCK-002098,3,2,0
TCK-002099,3,2,0
TCK-002100,4,3,1
TCK-002101,3,2,0
TCK-002102,3,2,0
TCK-002103,3,2,0
TCK-002104,3,2,0
TCK-002105,3,2,0
TCK-002106,3,2,0
TCK-002107,3,2,0
TCK-002108,3,2,0
TCK-002109,3,2,0
TCK-002110,4,3,1
TCK-002111,3,2,0
TCK-002112,3,2,0
TCK-002113,3,2,0
TCK-002114,3,2,0
TCK-002115,3,2,0
TCK-002116,3,2,0
TCK-002117,3,2,0
TCK-002118,3,2,0
TCK-002119,3,2,0
TCK-002120,3,2,0
TCK-002121,3,2,0
TCK-002122,3,2,0
TCK-002123,3,2,0
TCK-002124,3,2,0
TCK-002125,3,2,0
TCK-002126,3,2,0
TCK-002127,4,3,1
TCK-002128,3,2,0
TCK-002129,3,2,0
TCK-002130,3,2,0
TCK-002131,3,2,0
TCK-002132,3,2,0
TCK-002133,3,2,0
TCK-002134,3,2,0
TCK-002135,3,2,0
TCK-002136,3,2,0
TCK-002137,3,2,0
TCK-002138,3,2,0
TCK-002139,3,2,0
TCK-002140,4,3,1
TCK-002141,3,2,0
TCK-002142,3,2,0
TCK-002143,3,2,0
TCK-002144,3,2,0
TCK-002145,3,2,0
TCK-002146,3,2,0
TCK-002147,3,2,0
TCK-002148,3,2,0
