ticket_id,body_len,word_count,num_question,num_exclam,upper_ratio,urgency_hits,kw_refund,kw_cancel,kw_error
TCK-001331,57,9,1,0,0.0208,0,0,0,0
TCK-001332,59,10,0,0,0.0204,1,0,0,1
TCK-001333,55,10,0,0,0.0222,0,0,0,0
TCK-001334,56,11,0,0,0.0222,0,0,0,0
TCK-001335,54,10,0,0,0.0233,0,0,0,0
TCK-001336,57,9,1,0,0.0208,0,0,0,0
TCK-001337,55,10,0,0,0.0222,0,0,0,0
TCK-001338,54,10,0,0,0.0233,0,0,0,0
TCK-001339,61,10,0,0,0.02,1,0,1,0
TCK-001340,206,33,2,1,0.024,1,0,0,0
TCK-001341,51,8,0,0,0.0233,1,0,0,1
TCK-001342,46,9,0,0,0.0303,2,0,0,1
TCK-001343,61,10,0,0,0.02,1,0,0,1
TCK-001344,64,9,0,0,0.037,1,0,0,0
TCK-001345,61,10,0,0,0.02,1,0,0,1
TCK-001346,145,23,0,0,0.025,2,0,0,1
TCK-001347,61,11,0,0,0.0408,0,0,0,1
TCK-001348,123,21,0,0,0.03,0,0,0,0
TCK-001349,56,10,1,0,0.0217,0,0,0,0
TCK-001350,56,10,1,0,0.0217,0,0,0,0
TCK-001351,62,11,0,0,0.02,1,1,0,0
TCK-001352,64,12,0,0,0.0192,0,0,0,0
TCK-001353,64,9,0,0,0.037,1,0,0,0
TCK-001354,165,27,0,0,0.0224,2,0,0,1
TCK-001355,57,10,1,0,0.0213,0,0,0,0
TCK-001356,59,10,0,0,0.0204,1,0,0,1
TCK-001357,64,9,0,0,0.037,1,0,0,0
TCK-001358,56,11,0,0,0.0222,0,0,0,0
TCK-001359,55,10,0,0,0.0222,0,0,0,0
TCK-001360,56,10,1,0,0.0217,0,0,0,0
TCK-001361,54,10,0,0,0.0233,0,0,0,0
TCK-001362,45,8,0,0,0.027,0,0,0,0
TCK-001363,59,9,1,0,0.0204,0,0,0,0
TCK-001364,53,9,0,0,0.0227,0,0,0,0
TCK-001365,61,11,0,0,0.0408,0,0,0,1
TCK-001366,57,10,1,0,0.0213,0,0,0,0
TCK-001367,80,14,0,0,0.0328,3,0,0,1
TCK-001368,59,10,0,0,0.0204,1,0,0,1
TCK-001369,59,10,0,0,0.0204,1,0,0,1
TCK-001370,61,10,0,0,0.02,1,0,1,0
TCK-001371,56,10,1,0,0.0217,0,0,0,0
TCK-001372,56,10,1,0,0.0217,0,0,0,0
TCK-001373,149,25,0,0,0.0246,0,0,0,0
TCK-001374,64,9,0,0,0.037,1,0,0,0
TCK-001375,54,10,0,0,0.0233,0,0,0,0
TCK-001376,40,7,0,0,0.0303,0,0,0,0
TCK-001377,61,10,0,0,0.02,1,0,1,0
TCK-001378,53,9,0,0,0.0227,0,0,0,0
TCK-001379,165,27,0,0,0.0224,2,0,0,1
TCK-001380,61,10,0,0,0.02,1,0,1,0
TCK-001381,55,10,0,0,0.0222,0,0,0,0
TCK-001382,40,7,0,0,0.0303,0,0,0,0
TCK-001383,64,9,0,0,0.037,1,0,0,0
TCK-001384,57,9,1,0,0.0208,0,0,0,0
TCK-001385,57,10,1,0,0.0213,0,0,0,0
TCK-001386,54,10,0,0,0.0233,0,0,0,0
TCK-001387,57,10,1,0,0.0213,0,0,0,0
TCK-001388,54,10,0,0,0.0233,0,0,0,0
TCK-001389,64,9,0,0,0.037,1,0,0,0
TCK-001390,46,9,0,0,0.0303,2,0,0,1
TCK-001391,51,8,0,0,0.0233,1,0,0,1
TCK-001392,157,27,2,0,0.0234,0,0,0,0
TCK-001393,61,10,0,0,0.02,1,0,1,0
TCK-001394,171,31,0,0,0.0217,0,0,0,0
TCK-001395,62,11,0,0,0.02,1,1,0,0
TCK-001396,61,10,0,0,0.02,1,0,0,1
TCK-001397,46,9,0,0,0.0303,2,0,0,1
TCK-001398,157,27,2,0,0.0234,0,0,0,0
TCK-001399,40,7,0,0,0.0303,0,0,0,0
TCK-001400,51,8,0,0,0.0233,1,0,0,1
TCK-001401,59,10,0,0,0.0204,1,0,0,1
TCK-001402,59,10,0,0,0.0204,1,0,0,1
TCK-001403,56,10,1,0,0.0217,0,0,0,0
TCK-001404,64,9,0,0,0.037,1,0,0,0
TCK-001405,161,25,2,0,0.0227,0,0,0,0
TCK-001406,157,27,2,0,0.0234,0,0,0,0
TCK-001407,45,8,0,0,0.027,0,0,0,0
TCK-001408,62,11,0,0,0.02,1,1,0,0
TCK-001409,64,9,0,0,0.037,1,0,0,0
TCK-001410,40,7,0,0,0.0303,0,0,0,0
TCK-001411,61,10,0,0,0.02,1,0,0,1
TCK-001412,100,18,0,1,0.025,1,0,0,0
TCK-001413,100,18,0,0,0.025,0,0,0,0
TCK-001414,40,7,0,0,0.0303,0,0,0,0
TCK-001415,56,10,1,0,0.0217,0,0,0,0
TCK-001416,56,11,0,0,0.0222,0,0,0,0
TCK-001417,55,10,0,0,0.0222,0,0,0,0
TCK-001418,145,23,0,0,0.025,2,0,0,1
TCK-001419,61,10,0,0,0.02,1,0,0,1
TCK-001420,171,31,0,0,0.0217,0,0,0,0
TCK-001421,165,27,0,0,0.0224,2,0,0,1
TCK-001422,55,8,0,0,0.0638,0,0,0,0
TCK-001423,53,9,0,0,0.0227,0,0,0,0
TCK-001424,55,8,0,0,0.0638,0,0,0,0
TCK-001425,171,31,0,0,0.0217,0,0,0,0
TCK-001426,53,9,0,0,0.0227,0,0,0,0
TCK-001427,56,10,1,0,0.0217,0,0,0,0
TCK-001428,153,27,0,0,0.0242,0,0,0,0
TCK-001429,95,15,0,0,0.0256,2,0,1,0
TCK-001430,98,17,0,0,0.0256,0,0,0,0
TCK-001431,98,17,0,0,0.025,1,0,0,0
TCK-001432,51,8,0,0,0.0233,1,0,0,1
TCK-001433,51,8,0,0,0.0233,1,0,0,1
TCK-001434,56,10,1,0,0.0217,0,0,0,0
TCK-001435,46,9,0,0,0.0303,2,0,0,1
TCK-001436,53,9,0,0,0.0227,0,0,0,0
TCK-001437,55,10,0,0,0.0222,0,0,0,0
TCK-001438,51,8,0,0,0.0233,1,0,0,1
TCK-001439,55,10,0,0,0.0222,0,0,0,0
TCK-001440,161,27,0,0,0.0227,2,0,0,1
TCK-001441,45,8,0,0,0.027,0,0,0,0
TCK-001442,55,10,0,0,0.0222,0,0,0,0
TCK-001443,56,10,1,0,0.0217,0,0,0,0
TCK-001444,45,8,0,0,0.027,0,0,0,0
TCK-001445,171,31,0,0,0.0217,0,0,0,0
TCK-001446,62,11,0,0,0.02,1,1,0,0
TCK-001447,40,7,0,0,0.0303,0,0,0,0
TCK-001448,95,15,0,0,0.0256,2,0,0,1
TCK-001449,40,7,0,0,0.0303,0,0,0,0
TCK-001450,61,11,0,0,0.0408,0,0,0,1
TCK-001451,59,9,1,0,0.0204,0,0,0,0
TCK-001452,93,14,1,0,0.026,1,0,0,0
TCK-001453,46,9,0,0,0.0303,2,0,0,1
TCK-001454,61,11,0,0,0.0408,0,0,0,1
TCK-001455,55,8,0,0,0.0217,1,0,1,0
TCK-001456,45,8,0,0,0.027,0,0,0,0
TCK-001457,46,9,0,0,0.0303,2,0,0,1
TCK-001458,59,9,1,0,0.0204,0,0,0,0
TCK-001459,55,10,0,0,0.0222,0,0,0,0
TCK-001460,56,10,1,0,0.0217,0,0,0,0
TCK-001461,40,7,0,0,0.0303,0,0,0,0
TCK-001462,151,27,0,0,0.025,0,0,0,0
TCK-001463,54,10,0,0,0.0233,0,0,0,0
TCK-001464,155,27,2,0,0.0238,0,0,0,0
TCK-001465,155,29,0,0,0.0242,0,0,0,0
TCK-001466,55,10,0,0,0.0222,0,0,0,0
TCK-001467,149,25,0,0,0.0246,0,0,0,0
TCK-001468,64,9,0,0,0.037,1,0,0,0
TCK-001469,45,8,0,0,0.027,0,0,0,0
TCK-001470,61,10,0,0,0.02,1,0,0,1
TCK-001471,61,11,0,0,0.0408,0,0,0,1
TCK-001472,56,10,1,0,0.0217,0,0,0,0
TCK-001473,53,9,0,0,0.0227,0,0,0,0
TCK-001474,105,17,0,0,0.0235,1,0,1,0
TCK-001475,106,18,0,1,0.0235,2,0,0,1
TCK-001476,57,10,1,0,0.0213,0,0,0,0
TCK-001477,64,12,0,0,0.0192,0,0,0,0
TCK-001478,195,34,0,0,0.0258,0,0,0,0
TCK-001479,199,36,0,0,0.0252,0,0,0,0
TCK-001480,187,28,0,0,0.026,3,0,1,0
TCK-001481,197,34,0,0,0.0252,0,0,0,0
TCK-001482,55,8,0,0,0.0638,0,0,0,0
TCK-001483,151,27,0,0,0.025,0,0,0,0
TCK-001484,64,9,0,0,0.037,1,0,0,0
TCK-001485,40,7,0,0,0.0303,0,0,0,0
TCK-001486,64,12,0,0,0.0192,0,0,0,0
TCK-001487,59,10,0,0,0.0204,1,0,0,1
TCK-001488,155,29,0,0,0.0242,0,0,0,0
TCK-001489,51,8,0,0,0.0233,1,0,0,1
TCK-001490,64,9,0,0,0.037,1,0,0,0
TCK-001491,56,11,0,0,0.0222,0,0,0,0
TCK-001492,40,7,0,0,0.0303,0,0,0,0
TCK-001493,40,7,0,0,0.0303,0,0,0,0
TCK-001494,55,8,0,0,0.0217,1,0,1,0
TCK-001495,59,9,1,0,0.0204,0,0,0,0
TCK-001496,57,9,1,0,0.0208,0,0,0,0
TCK-001497,165,27,0,0,0.0224,2,0,0,1
TCK-001498,199,36,0,0,0.0252,0,0,0,0
TCK-001499,157,27,2,0,0.0234,0,0,0,0
TCK-001500,46,9,0,0,0.0303,2,0,0,1
TCK-001501,56,10,1,0,0.0217,0,0,0,0
TCK-001502,46,9,0,0,0.0303,2,0,0,1
TCK-001503,64,12,0,0,0.0192,0,0,0,0
TCK-001504,61,11,0,0,0.0408,0,0,0,1
TCK-001505,62,11,0,0,0.02,1,1,0,0
TCK-001506,64,9,0,0,0.037,1,0,0,0
TCK-001507,215,38,0,0,0.0231,0,0,0,0
TCK-001508,64,9,0,0,0.037,1,0,0,0
TCK-001509,64,9,0,0,0.037,1,0,0,0
TCK-001510,61,10,0,0,0.02,1,0,0,1
TCK-001511,55,8,0,0,0.0638,0,0,0,0
TCK-001512,149,25,0,0,0.0246,0,0,0,0
TCK-001513,55,10,0,0,0.0222,0,0,0,0
TCK-001514,55,8,0,0,0.0638,0,0,0,0
TCK-001515,55,10,0,0,0.0222,0,0,0,0
TCK-001516,59,9,1,0,0.0204,0,0,0,0
TCK-001517,54,10,0,0,0.0233,0,0,0,0
TCK-001518,59,9,1,0,0.0204,0,0,0,0
TCK-001519,101,18,1,1,0.0247,1,0,0,0
TCK-001520,56,10,1,0,0.0217,0,0,0,0
TCK-001521,59,9,1,0,0.0204,0,0,0,0
TCK-001522,61,10,0,0,0.02,1,0,1,0
TCK-001523,135,25,0,0,0.03,4,0,0,1
TCK-001524,64,12,0,0,0.0192,0,0,0,0
TCK-001525,61,11,0,0,0.0408,0,0,0,1
TCK-001526,155,27,2,0,0.0238,0,0,0,0
TCK-001527,165,29,0,0,0.0379,0,0,0,1
TCK-001528,64,12,0,0,0.0192,0,0,0,0
TCK-001529,54,10,0,0,0.0233,0,0,0,0
TCK-001530,135,25,0,0,0.03,4,0,0,1
TCK-001531,59,9,1,0,0.0204,0,0,0,0
TCK-001532,56,11,0,0,0.0222,0,0,0,0
TCK-001533,57,10,1,0,0.0213,0,0,0,0
TCK-001534,64,12,0,0,0.0192,0,0,0,0
TCK-001535,55,8,0,0,0.0638,0,0,0,0
TCK-001536,59,10,0,0,0.0204,1,0,0,1
TCK-001537,53,9,0,0,0.0227,0,0,0,0
TCK-001538,40,7,0,0,0.0303,0,0,0,0
TCK-001539,123,21,0,0,0.03,0,0,0,0
TCK-001540,197,34,0,0,0.0252,0,0,0,0
TCK-001541,104,18,0,1,0.0238,2,0,0,1
TCK-001542,64,9,0,0,0.037,1,0,0,0
TCK-001543,56,11,0,0,0.0222,0,0,0,0
TCK-001544,59,9,1,0,0.0204,0,0,0,0
TCK-001545,56,10,1,0,0.0217,0,0,0,0
TCK-001546,56,10,1,0,0.0217,0,0,0,0
TCK-001547,51,8,0,0,0.0233,1,0,0,1
TCK-001548,55,10,0,0,0.0222,0,0,0,0
TCK-001549,105,17,0,0,0.0235,1,0,1,0
TCK-001550,54,10,0,0,0.0233,0,0,0,0
TCK-001551,57,9,1,0,0.0208,0,0,0,0
TCK-001552,64,12,0,0,0.0192,0,0,0,0
TCK-001553,59,9,1,0,0.0204,0,0,0,0
TCK-001554,91,15,1,0,0.0267,1,0,0,0
TCK-001555,105,17,0,0,0.0235,1,0,0,1
TCK-001556,40,7,0,0,0.0303,0,0,0,0
TCK-001557,40,7,0,0,0.0303,0,0,0,0
TCK-001558,57,10,1,0,0.0213,0,0,0,0
TCK-001559,59,9,1,0,0.0204,0,0,0,0
TCK-001560,61,10,0,0,0.02,1,0,0,1
TCK-001561,56,11,0,0,0.0222,0,0,0,0
TCK-001562,64,9,0,0,0.037,1,0,0,0
TCK-001563,103,17,0,0,0.0238,1,0,0,1
TCK-001564,45,8,0,0,0.027,0,0,0,0
TCK-001565,62,11,0,0,0.02,1,1,0,0
TCK-001566,59,10,0,0,0.0204,1,0,0,1
TCK-001567,100,18,0,1,0.025,1,0,0,0
TCK-001568,64,9,0,0,0.037,1,0,0,0
TCK-001569,101,16,1,0,0.0241,0,0,0,0
TCK-001570,61,11,0,0,0.0408,0,0,0,1
TCK-001571,55,8,0,0,0.0217,1,0,1,0
TCK-001572,51,8,0,0,0.0233,1,0,0,1
TCK-001573,210,35,0,1,0.0237,3,0,1,0
TCK-001574,56,11,0,0,0.0222,0,0,0,0
TCK-001575,57,10,1,0,0.0213,0,0,0,0
TCK-001576,57,10,1,0,0.0213,0,0,0,0
TCK-001577,210,35,0,1,0.0237,3,0,0,1
TCK-001578,59,10,0,0,0.0204,1,0,0,1
TCK-001579,61,10,0,0,0.02,1,0,0,1
TCK-001580,55,10,0,0,0.0222,0,0,0,0
TCK-001581,45,8,0,0,0.027,0,0,0,0
TCK-001582,153,27,0,0,0.0242,0,0,0,0
TCK-001583,55,8,0,0,0.0217,1,0,1,0
TCK-001584,61,10,0,0,0.02,1,0,1,0
TCK-001585,61,10,0,0,0.02,1,0,1,0
TCK-001586,157,25,2,0,0.0231,0,0,0,0
TCK-001587,149,25,0,0,0.0246,0,0,0,0
TCK-001588,57,10,1,0,0.0213,0,0,0,0
TCK-001589,64,12,0,0,0.0192,0,0,0,0
TCK-001590,45,8,0,0,0.027,0,0,0,0
TCK-001591,57,10,1,0,0.0213,0,0,0,0
TCK-001592,46,9,0,0,0.0303,2,0,0,1
TCK-001593,59,9,1,0,0.0204,0,0,0,0
TCK-001594,61,10,0,0,0.02,1,0,0,1
TCK-001595,64,12,0,0,0.0192,0,0,0,0
TCK-001596,51,8,0,0,0.0233,1,0,0,1
TCK-001597,46,9,0,0,0.0303,2,0,0,1
TCK-001598,54,10,0,0,0.0233,0,0,0,0
TCK-001599,59,10,0,0,0.0204,1,0,0,1
TCK-001600,59,9,1,0,0.0204,0,0,0,0
TCK-001601,57,10,1,0,0.0213,0,0,0,0
TCK-001602,56,11,0,0,0.0222,0,0,0,0
TCK-001603,61,10,0,0,0.02,1,0,1,0
TCK-001604,55,10,0,0,0.0222,0,0,0,0
TCK-001605,199,36,0,0,0.0252,0,0,0,0
TCK-001606,149,25,0,0,0.0246,0,0,0,0
TCK-001607,62,11,0,0,0.02,1,1,0,0
TCK-001608,40,7,0,0,0.0303,0,0,0,0
TCK-001609,171,31,0,0,0.0217,0,0,0,0
TCK-001610,151,27,0,0,0.025,0,0,0,0
TCK-001611,165,27,0,0,0.0224,2,0,1,0
TCK-001612,56,11,0,0,0.0222,0,0,0,0
TCK-001613,59,9,1,0,0.0204,0,0,0,0
TCK-001614,56,10,1,0,0.0217,0,0,0,0
TCK-001615,109,17,0,1,0.0337,2,0,0,0
TCK-001616,151,27,0,0,0.025,0,0,0,0
TCK-001617,106,18,0,0,0.0235,1,1,0,0
TCK-001618,62,11,0,0,0.02,1,1,0,0
TCK-001619,45,8,0,0,0.027,0,0,0,0
TCK-001620,155,27,2,0,0.0238,0,0,0,0
TCK-001621,57,9,1,0,0.0208,0,0,0,0
TCK-001622,55,8,0,0,0.0217,1,0,1,0
TCK-001623,171,31,0,0,0.0217,0,0,0,0
TCK-001624,64,12,0,0,0.0192,0,0,0,0
TCK-001625,62,11,0,0,0.02,1,1,0,0
TCK-001626,64,9,0,0,0.037,1,0,0,0
TCK-001627,171,25,0,0,0.0352,2,0,0,0
TCK-001628,56,10,1,0,0.0217,0,0,0,0
TCK-001629,59,10,0,0,0.0204,1,0,0,1
TCK-001630,61,11,0,0,0.0408,0,0,0,1
TCK-001631,55,8,0,0,0.0217,1,0,1,0
TCK-001632,64,12,0,0,0.0192,0,0,0,0
TCK-001633,40,7,0,0,0.0303,0,0,0,0
TCK-001634,61,10,0,0,0.02,1,0,0,1
TCK-001635,64,12,0,0,0.0192,0,0,0,0
TCK-001636,95,15,0,0,0.0256,1,0,0,1
TCK-001637,56,10,1,0,0.0217,0,0,0,0
TCK-001638,88,15,0,0,0.0282,1,0,0,0
TCK-001639,56,11,0,0,0.0222,0,0,0,0
TCK-001640,57,10,1,0,0.0213,0,0,0,0
TCK-001641,53,9,0,0,0.0227,0,0,0,0
TCK-001642,54,10,0,0,0.0233,0,0,0,0
TCK-001643,61,11,0,0,0.0408,0,0,0,1
TCK-001644,55,10,0,0,0.0222,0,0,0,0
TCK-001645,40,7,0,0,0.0303,0,0,0,0
TCK-001646,55,8,0,0,0.0638,0,0,0,0
TCK-001647,57,10,1,0,0.0213,0,0,0,0
TCK-001648,155,29,0,0,0.0242,0,0,0,0
TCK-001649,56,10,1,0,0.0217,0,0,0,0
TCK-001650,167,29,0,0,0.0224,2,1,0,0
TCK-001651,62,11,0,0,0.02,1,1,0,0
TCK-001652,57,10,1,0,0.0213,0,0,0,0
TCK-001653,40,7,0,0,0.0303,0,0,0,0
TCK-001654,149,25,0,0,0.0246,0,0,0,0
TCK-001655,55,8,0,0,0.0217,1,0,1,0
TCK-001656,57,10,1,0,0.0213,0,0,0,0
TCK-001657,57,10,1,0,0.0213,0,0,0,0
TCK-001658,103,17,0,0,0.0238,1,0,0,1
TCK-001659,61,10,0,0,0.02,1,0,0,1
TCK-001660,56,11,0,0,0.0222,0,0,0,0
TCK-001661,153,23,0,0,0.0547,0,0,0,0
TCK-001662,155,29,0,0,0.0242,0,0,0,0
TCK-001663,88,15,0,0,0.0282,1,0,0,0
TCK-001664,53,9,0,0,0.0227,0,0,0,0
TCK-001665,46,9,0,0,0.0303,2,0,0,1
TCK-001666,123,21,0,0,0.03,0,0,0,0
TCK-001667,167,29,0,0,0.0224,2,1,0,0
TCK-001668,53,9,0,0,0.0227,0,0,0,0
TCK-001669,45,8,0,0,0.027,0,0,0,0
TCK-001670,171,31,0,0,0.0217,0,0,0,0
TCK-001671,64,9,0,0,0.037,1,0,0,0
TCK-001672,55,8,0,0,0.0217,1,0,1,0
TCK-001673,46,9,0,0,0.0303,2,0,0,1
TCK-001674,64,9,0,0,0.037,1,0,0,0
TCK-001675,40,7,0,0,0.0303,0,0,0,0
TCK-001676,84,14,0,0,0.0294,0,0,0,0
TCK-001677,87,14,0,0,0.0278,1,0,0,0
TCK-001678,59,10,0,0,0.0204,1,0,0,1
TCK-001679,59,9,1,0,0.0204,0,0,0,0
TCK-001680,171,31,0,0,0.0217,0,0,0,0
TCK-001681,40,7,0,0,0.0303,0,0,0,0
TCK-001682,61,10,0,0,0.02,1,0,0,1
TCK-001683,55,10,0,0,0.0222,0,0,0,0
TCK-001684,55,8,0,0,0.0638,0,0,0,0
TCK-001685,54,10,0,0,0.0233,0,0,0,0
TCK-001686,59,9,1,0,0.0204,0,0,0,0
TCK-001687,59,9,1,0,0.0204,0,0,0,0
TCK-001688,56,10,1,0,0.0217,0,0,0,0
TCK-001689,61,11,0,0,0.0408,0,0,0,1
TCK-001690,55,8,0,0,0.0217,1,0,1,0
TCK-001691,54,10,0,0,0.0233,0,0,0,0
TCK-001692,64,9,0,0,0.037,1,0,0,0
TCK-001693,46,9,0,0,0.0303,2,0,0,1
TCK-001694,40,7,0,0,0.0303,0,0,0,0
TCK-001695,45,8,0,0,0.027,0,0,0,0
TCK-001696,157,27,2,0,0.0234,0,0,0,0
TCK-001697,101,17,1,0,0.0244,0,0,0,0
TCK-001698,64,12,0,0,0.0192,0,0,0,0
TCK-001699,64,12,0,0,0.0192,0,0,0,0
TCK-001700,62,11,0,0,0.02,1,1,0,0
TCK-001701,59,10,0,0,0.0204,1,0,0,1
TCK-001702,57,10,1,0,0.0213,0,0,0,0
TCK-001703,167,29,0,0,0.0224,2,1,0,0
TCK-001704,56,11,0,0,0.0222,0,0,0,0
TCK-001705,62,11,0,0,0.02,1,1,0,0
TCK-001706,59,10,0,0,0.0204,1,0,0,1
TCK-001707,59,10,0,0,0.0204,1,0,0,1
TCK-001708,55,8,0,0,0.0638,0,0,0,0
TCK-001709,106,19,0,1,0.0357,1,0,0,1
TCK-001710,56,10,1,0,0.0217,0,0,0,0
TCK-001711,64,9,0,0,0.037,1,0,0,0
TCK-001712,64,9,0,0,0.037,1,0,0,0
TCK-001713,51,8,0,0,0.0233,1,0,0,1
TCK-001714,95,15,0,0,0.0256,2,0,1,0
TCK-001715,59,10,0,0,0.0204,1,0,0,1
TCK-001716,64,12,0,0,0.0192,0,0,0,0
TCK-001717,56,11,0,0,0.0222,0,0,0,0
TCK-001718,54,10,0,0,0.0233,0,0,0,0
TCK-001719,93,15,0,0,0.026,2,0,0,1
TCK-001720,56,10,1,0,0.0217,0,0,0,0
TCK-001721,56,10,1,0,0.0217,0,0,0,0
TCK-001722,64,9,0,0,0.037,1,0,0,0
TCK-001723,59,10,0,0,0.0204,1,0,0,1
TCK-001724,56,11,0,0,0.0222,0,0,0,0
TCK-001725,40,7,0,0,0.0303,0,0,0,0
TCK-001726,135,25,0,0,0.03,4,0,0,1
TCK-001727,100,16,0,1,0.0488,1,0,0,0
TCK-001728,64,9,0,0,0.037,1,0,0,0
TCK-001729,57,10,1,0,0.0213,0,0,0,0
TCK-001730,64,9,0,0,0.037,1,0,0,0
TCK-001731,45,8,0,0,0.027,0,0,0,0
TCK-001732,56,10,1,0,0.0217,0,0,0,0
TCK-001733,59,10,0,0,0.0204,1,0,0,1
TCK-001734,61,10,0,0,0.02,1,0,1,0
TCK-001735,59,10,0,0,0.0204,1,0,0,1
TCK-001736,61,10,0,0,0.02,1,0,0,1
TCK-001737,56,11,0,0,0.0222,0,0,0,0
TCK-001738,57,9,1,0,0.0208,0,0,0,0
TCK-001739,62,11,0,0,0.02,1,1,0,0
TCK-001740,155,29,0,0,0.0242,0,0,0,0
TCK-001741,40,7,0,0,0.0303,0,0,0,0
TCK-001742,61,11,0,0,0.0408,0,0,0,1
TCK-001743,56,11,0,0,0.0222,0,0,0,0
TCK-001744,153,27,0,0,0.0242,0,0,0,0
TCK-001745,157,27,2,0,0.0234,0,0,0,0
TCK-001746,103,16,1,0,0.0238,0,0,0,0
TCK-001747,59,10,0,0,0.0204,1,0,0,1
TCK-001748,100,18,0,0,0.025,0,0,0,0
TCK-001749,61,11,0,0,0.0408,0,0,0,1
TCK-001750,59,10,0,0,0.0204,1,0,0,1
TCK-001751,157,27,2,0,0.0234,0,0,0,0
TCK-001752,64,9,0,0,0.037,1,0,0,0
TCK-001753,100,16,0,1,0.0247,2,0,1,0
TCK-001754,59,10,0,0,0.0204,1,0,0,1
TCK-001755,153,27,0,0,0.0242,0,0,0,0
TCK-001756,89,15,0,0,0.0274,1,0,0,0
TCK-001757,55,8,0,0,0.0638,0,0,0,0
TCK-001758,64,9,0,0,0.037,1,0,0,0
TCK-001759,45,8,0,0,0.027,0,0,0,0
TCK-001760,53,9,0,0,0.0227,0,0,0,0
TCK-001761,45,8,0,0,0.027,0,0,0,0
TCK-001762,56,10,1,0,0.0217,0,0,0,0
TCK-001763,46,9,0,0,0.0303,2,0,0,1
TCK-001764,61,10,0,0,0.02,1,0,1,0
TCK-001765,56,11,0,0,0.0222,0,0,0,0
TCK-001766,57,10,1,0,0.0213,0,0,0,0
TCK-001767,165,29,0,0,0.0379,0,0,0,1
TCK-001768,85,13,0,0,0.0282,2,0,0,1
TCK-001769,57,9,1,0,0.0208,0,0,0,0
TCK-001770,64,12,0,0,0.0192,0,0,0,0
TCK-001771,45,8,0,0,0.027,0,0,0,0
TCK-001772,51,8,0,0,0.0233,1,0,0,1
TCK-001773,55,8,0,0,0.0217,1,0,1,0
TCK-001774,61,10,0,0,0.02,1,0,0,1
TCK-001775,56,10,1,0,0.0217,0,0,0,0
TCK-001776,56,10,1,0,0.0217,0,0,0,0
TCK-001777,59,10,0,0,0.0204,1,0,0,1
TCK-001778,56,10,1,0,0.0217,0,0,0,0
TCK-001779,62,11,0,0,0.02,1,1,0,0
TCK-001780,59,9,1,0,0.0204,0,0,0,0
TCK-001781,145,23,0,0,0.025,2,0,0,1
TCK-001782,56,10,1,0,0.0217,0,0,0,0
TCK-001783,98,17,0,0,0.0256,0,0,0,0
TCK-001784,195,32,0,0,0.025,3,0,0,1
TCK-001785,54,10,0,0,0.0233,0,0,0,0
TCK-001786,57,9,1,0,0.0208,0,0,0,0
TCK-001787,161,27,0,0,0.0227,2,0,0,1
TCK-001788,57,10,1,0,0.0213,0,0,0,0
TCK-001789,61,10,0,0,0.02,1,0,0,1
TCK-001790,56,10,1,0,0.0217,0,0,0,0
TCK-001791,61,11,0,0,0.0408,0,0,0,1
TCK-001792,59,10,0,0,0.0204,1,0,0,1
TCK-001793,45,8,0,0,0.027,0,0,0,0
TCK-001794,87,14,0,0,0.0278,1,0,0,0
TCK-001795,151,27,0,0,0.025,0,0,0,0
TCK-001796,55,8,0,0,0.0638,0,0,0,0
TCK-001797,54,10,0,0,0.0233,0,0,0,0
TCK-001798,180,33,0,1,0.0296,5,0,0,1
TCK-001799,123,21,0,0,0.03,0,0,0,0
TCK-001800,53,9,0,0,0.0227,0,0,0,0
TCK-001801,57,9,1,0,0.0208,0,0,0,0
TCK-001802,59,10,0,0,0.0204,1,0,0,1
TCK-001803,56,10,1,0,0.0217,0,0,0,0
TCK-001804,61,10,0,0,0.02,1,0,1,0
TCK-001805,165,27,0,0,0.0224,2,0,1,0
TCK-001806,46,9,0,0,0.0303,2,0,0,1
TCK-001807,167,29,0,0,0.0224,2,1,0,0
TCK-001808,145,23,0,0,0.025,2,0,0,1
TCK-001809,108,19,0,0,0.023,0,0,0,0
TCK-001810,56,10,1,0,0.0217,0,0,0,0
TCK-001811,64,12,0,0,0.0192,0,0,0,0
TCK-001812,161,27,0,0,0.0227,2,0,0,1
TCK-001813,165,29,0,0,0.0379,0,0,0,1
TCK-001814,57,10,1,0,0.0213,0,0,0,0
TCK-001815,51,8,0,0,0.0233,1,0,0,1
TCK-001816,53,9,0,0,0.0227,0,0,0,0
TCK-001817,59,10,0,0,0.0204,1,0,0,1
TCK-001818,55,10,0,0,0.0222,0,0,0,0
TCK-001819,210,35,0,1,0.0237,3,0,1,0
TCK-001820,59,10,0,0,0.0204,1,0,0,1
TCK-001821,64,9,0,0,0.037,1,0,0,0
TCK-001822,64,9,0,0,0.037,1,0,0,0
TCK-001823,56,10,1,0,0.0217,0,0,0,0
TCK-001824,55,8,0,0,0.0217,1,0,1,0
TCK-001825,61,10,0,0,0.02,1,0,1,0
TCK-001826,55,8,0,0,0.0638,0,0,0,0
TCK-001827,55,8,0,0,0.0638,0,0,0,0
TCK-001828,55,10,0,0,0.0222,0,0,0,0
TCK-001829,145,23,0,0,0.025,2,0,0,1
TCK-001830,55,10,0,0,0.0222,0,0,0,0
TCK-001831,171,31,0,0,0.0217,0,0,0,0
TCK-001832,97,16,0,0,0.0253,0,0,0,0
