ticket_id,channel,product,category,priority,customer_tier,region,backlog_at_creation,first_response_minutes,reopened,created_hour,created_weekday,created_month,sla_breach,body_len,word_count,num_question,num_exclam,upper_ratio,urgency_hits,kw_refund,kw_cancel,kw_error,n_events,n_status_changes,reopened_from_log
TCK-001072,Chat,Plataforma Web,Bug / Defeito,Média,Premium,Norte,51,283.7,0,1,5,4,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-001073,Email,Relatórios,Acesso e Conta,Média,Free,Sul,17,118.7,0,5,4,11,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001074,Telefone,API,Bug / Defeito,Média,Basic,Nordeste,74,158.7,0,18,5,2,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001075,Formulário Web,Integrações,Problema Técnico,Crítica,Enterprise,Nordeste,25,25.9,0,2,2,6,1,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001076,Telefone,Plataforma Web,Problema Técnico,Baixa,Basic,Sul,39,107.8,0,3,0,4,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001077,Email,Integrações,Problema Técnico,Baixa,Free,Norte,65,252.5,0,17,5,8,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001078,Email,API,Faturamento,Baixa,Free,Sudeste,40,428.3,0,10,4,7,0,167,29,0,0,0.0224,2,1,0,0,3,2,0
TCK-001079,Redes Sociais,Integrações,Dúvida / Como Fazer,Média,Free,Sul,17,93.5,0,3,2,6,0,149,25,0,0,0.0246,0,0,0,0,3,2,0
TCK-001080,Chat,Faturamento,Acesso e Conta,Crítica,Premium,Centro-Oeste,20,37.7,0,13,2,2,0,88,15,0,0,0.0282,1,0,0,0,3,2,0
TCK-001081,Telefone,Relatórios,Problema Técnico,Média,Free,Centro-Oeste,74,135.4,0,18,1,6,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001082,Chat,Plataforma Web,Faturamento,Alta,Basic,Sul,61,109.7,0,15,1,7,1,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-001083,Chat,Faturamento,Bug / Defeito,Baixa,Enterprise,Sul,33,195.5,1,3,4,2,0,61,10,0,0,0.02,1,0,0,1,4,3,1
TCK-001084,Email,Faturamento,Bug / Defeito,Baixa,Free,Sudeste,21,201.4,0,20,1,7,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001085,Redes Sociais,App Mobile,Problema Técnico,Alta,Premium,Sul,44,102.3,0,9,4,6,0,99,17,0,0,0.025,0,0,0,0,3,2,0
TCK-001086,Telefone,Faturamento,Problema Técnico,Média,Premium,Centro-Oeste,52,113.9,0,11,1,4,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001087,Email,API,Cancelamento,Baixa,Basic,Sudeste,51,377.3,0,10,1,1,0,61,10,0,0,0.02,1,0,1,0,3,2,0
TCK-001088,Email,API,Dúvida / Como Fazer,Alta,Enterprise,Sul,16,147.0,0,5,6,8,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-001089,Email,Faturamento,Dúvida / Como Fazer,Baixa,Free,Sudeste,70,283.3,0,18,6,10,0,155,27,2,0,0.0238,0,0,0,0,3,2,0
TCK-001090,Email,App Mobile,Problema Técnico,Baixa,Basic,Centro-Oeste,41,259.7,0,6,3,8,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001091,Email,Relatórios,Problema Técnico,Média,Enterprise,Nordeste,19,154.3,0,2,0,4,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001092,Formulário Web,Integrações,Solicitação de Recurso,Média,Basic,Norte,32,55.6,0,14,3,5,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001093,Formulário Web,Plataforma Web,Bug / Defeito,Média,Basic,Sul,55,159.8,0,2,2,11,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001094,Chat,Plataforma Web,Problema Técnico,Alta,Basic,Nordeste,52,79.2,0,16,5,1,1,99,17,0,0,0.025,0,0,0,0,3,2,0
TCK-001095,Email,API,Bug / Defeito,Média,Basic,Sul,20,344.4,0,1,2,11,0,135,25,0,0,0.03,4,0,0,1,3,2,0
TCK-001096,Email,Plataforma Web,Problema Técnico,Alta,Enterprise,Sudeste,43,84.3,0,22,4,5,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001097,Email,App Mobile,Bug / Defeito,Baixa,Free,Sudeste,23,289.4,0,19,3,7,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-001098,Email,Faturamento,Solicitação de Recurso,Baixa,Free,Sudeste,53,129.8,0,1,1,10,0,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-001099,Chat,Faturamento,Solicitação de Recurso,Média,Premium,Sul,52,210.0,0,21,3,4,0,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001100,Email,API,Acesso e Conta,Média,Premium,Nordeste,35,135.2,0,12,1,6,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001101,Email,Relatórios,Problema Técnico,Baixa,Basic,Nordeste,26,320.5,0,23,3,12,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001102,Email,Faturamento,Solicitação de Recurso,Baixa,Premium,Centro-Oeste,26,294.4,0,13,0,12,1,157,25,2,0,0.0231,0,0,0,0,3,2,0
TCK-001103,Formulário Web,Faturamento,Problema Técnico,Baixa,Basic,Nordeste,0,129.8,0,19,3,10,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001104,Redes Sociais,App Mobile,Problema Técnico,Média,Premium,Sul,59,110.8,0,9,0,9,0,155,29,0,0,0.0242,0,0,0,0,3,2,0
TCK-001105,Redes Sociais,Integrações,Dúvida / Como Fazer,Baixa,Basic,Norte,35,215.0,0,22,2,8,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001106,Formulário Web,API,Dúvida / Como Fazer,Alta,Free,Sul,74,71.3,0,1,4,4,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001107,Telefone,Integrações,Problema Técnico,Baixa,Premium,Nordeste,80,189.0,0,16,2,10,0,155,29,0,0,0.0242,0,0,0,0,3,2,0
TCK-001108,Telefone,Relatórios,Bug / Defeito,Média,Free,Nordeste,28,62.8,0,21,3,5,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-001109,Chat,App Mobile,Acesso e Conta,Média,Free,Norte,45,141.4,0,9,4,9,0,151,27,0,0,0.025,0,0,0,0,3,2,0
TCK-001110,Chat,App Mobile,Acesso e Conta,Média,Basic,Centro-Oeste,8,75.2,0,20,3,2,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001111,Formulário Web,Plataforma Web,Solicitação de Recurso,Média,Free,Centro-Oeste,10,105.2,0,23,0,11,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001112,Redes Sociais,Plataforma Web,Dúvida / Como Fazer,Média,Basic,Sul,33,143.1,0,3,4,4,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-001113,Formulário Web,Relatórios,Problema Técnico,Média,Basic,Sul,33,106.5,0,16,1,6,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001114,Chat,API,Problema Técnico,Alta,Enterprise,Norte,17,59.6,0,16,2,12,0,89,15,0,0,0.0274,1,0,0,0,3,2,0
TCK-001115,Chat,Relatórios,Faturamento,Baixa,Free,Nordeste,52,270.6,0,4,6,2,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-001116,Email,Integrações,Problema Técnico,Alta,Premium,Centro-Oeste,33,46.2,0,21,4,2,1,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001117,Telefone,Relatórios,Solicitação de Recurso,Média,Free,Norte,17,68.1,0,21,2,9,0,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001118,Formulário Web,API,Faturamento,Média,Premium,Sudeste,19,156.3,0,19,5,7,0,167,29,0,0,0.0224,2,1,0,0,3,2,0
TCK-001119,Chat,Plataforma Web,Cancelamento,Crítica,Free,Sul,36,29.7,1,19,1,12,1,95,15,0,0,0.0256,2,0,1,0,4,3,1
TCK-001120,Telefone,Integrações,Acesso e Conta,Alta,Free,Centro-Oeste,46,77.8,0,17,3,10,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001121,Telefone,Integrações,Dúvida / Como Fazer,Baixa,Enterprise,Norte,13,314.8,0,20,6,3,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-001122,Email,Faturamento,Problema Técnico,Alta,Premium,Sul,52,56.7,0,11,0,5,1,161,27,0,0,0.0227,2,0,0,1,3,2,0
TCK-001123,Chat,Relatórios,Acesso e Conta,Alta,Premium,Centro-Oeste,72,79.9,0,9,0,8,0,109,17,0,1,0.0337,2,0,0,0,3,2,0
TCK-001124,Chat,App Mobile,Problema Técnico,Média,Premium,Norte,26,71.2,1,22,1,9,0,59,10,0,0,0.0204,1,0,0,1,4,3,1
TCK-001125,Chat,App Mobile,Acesso e Conta,Baixa,Enterprise,Nordeste,48,313.6,0,17,1,6,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001126,Email,Relatórios,Acesso e Conta,Média,Basic,Norte,46,78.6,0,16,1,4,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001127,Formulário Web,API,Problema Técnico,Baixa,Free,Sudeste,48,135.7,0,5,3,2,0,161,27,0,0,0.0227,2,0,0,1,3,2,0
TCK-001128,Chat,Integrações,Solicitação de Recurso,Média,Premium,Nordeste,29,111.8,0,7,3,1,0,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-001129,Redes Sociais,Integrações,Solicitação de Recurso,Alta,Premium,Sul,59,98.1,0,9,0,12,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001130,Formulário Web,Plataforma Web,Faturamento,Alta,Free,Centro-Oeste,34,68.4,0,14,1,5,1,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-001131,Email,Plataforma Web,Cancelamento,Alta,Basic,Norte,39,186.2,0,4,6,4,0,51,8,0,0,0.0233,1,0,0,1,3,2,0
TCK-001132,Redes Sociais,App Mobile,Acesso e Conta,Média,Premium,Sul,25,109.5,0,21,2,1,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001133,Email,Relatórios,Acesso e Conta,Média,Basic,Centro-Oeste,39,171.5,0,15,3,5,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001134,Telefone,Plataforma Web,Dúvida / Como Fazer,Baixa,Basic,Norte,27,174.6,0,22,3,1,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001135,Email,Faturamento,Cancelamento,Média,Premium,Sudeste,10,102.6,1,12,6,12,0,165,27,0,0,0.0224,2,0,1,0,4,3,1
TCK-001136,Formulário Web,API,Problema Técnico,Média,Premium,Norte,25,140.3,0,9,4,3,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001137,Redes Sociais,Relatórios,Acesso e Conta,Baixa,Premium,Norte,46,219.9,0,17,5,2,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001138,Redes Sociais,Faturamento,Cancelamento,Média,Basic,Norte,29,167.0,0,6,3,11,0,61,10,0,0,0.02,1,0,1,0,3,2,0
TCK-001139,Chat,Faturamento,Problema Técnico,Baixa,Free,Centro-Oeste,30,175.2,0,18,3,12,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001140,Chat,Integrações,Bug / Defeito,Média,Free,Sudeste,57,241.2,0,17,1,6,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001141,Formulário Web,Faturamento,Cancelamento,Baixa,Premium,Sul,0,177.8,0,21,1,9,0,61,10,0,0,0.02,1,0,1,0,3,2,0
TCK-001142,Email,Faturamento,Problema Técnico,Alta,Basic,Sul,36,101.5,0,4,4,9,1,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001143,Email,Relatórios,Cancelamento,Baixa,Enterprise,Nordeste,72,445.4,0,16,1,4,0,61,10,0,0,0.02,1,0,1,0,3,2,0
TCK-001144,Email,Faturamento,Cancelamento,Alta,Basic,Norte,29,46.6,0,23,6,8,0,89,13,0,0,0.027,2,0,1,0,3,2,0
TCK-001145,Telefone,Relatórios,Dúvida / Como Fazer,Média,Free,Sudeste,42,152.4,0,6,1,10,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001146,Email,Faturamento,Faturamento,Alta,Premium,Sudeste,76,120.3,0,9,0,1,1,103,16,1,0,0.0238,0,0,0,0,3,2,0
TCK-001147,Email,App Mobile,Faturamento,Baixa,Free,Sul,55,314.8,1,9,6,7,0,62,11,0,0,0.02,1,1,0,0,4,3,1
TCK-001148,Telefone,API,Solicitação de Recurso,Baixa,Enterprise,Sudeste,67,133.2,0,14,2,7,0,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001149,Telefone,Faturamento,Problema Técnico,Baixa,Free,Nordeste,14,90.4,0,1,3,1,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001150,Email,App Mobile,Dúvida / Como Fazer,Média,Free,Nordeste,56,136.6,0,17,1,6,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001151,Email,App Mobile,Dúvida / Como Fazer,Alta,Enterprise,Sudeste,54,113.7,0,22,2,1,0,97,16,0,0,0.0253,0,0,0,0,3,2,0
TCK-001152,Formulário Web,API,Faturamento,Baixa,Free,Sudeste,55,196.0,0,23,2,2,0,133,23,0,0,0.0278,0,0,0,0,3,2,0
TCK-001153,Email,Plataforma Web,Acesso e Conta,Crítica,Enterprise,Sul,45,43.0,0,3,0,12,0,109,17,0,1,0.0337,2,0,0,0,3,2,0
TCK-001154,Email,Plataforma Web,Bug / Defeito,Média,Free,Nordeste,72,237.1,0,17,0,1,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-001155,Redes Sociais,Plataforma Web,Dúvida / Como Fazer,Baixa,Free,Centro-Oeste,50,161.5,1,21,6,4,0,56,10,1,0,0.0217,0,0,0,0,4,3,1
TCK-001156,Email,App Mobile,Faturamento,Alta,Basic,Norte,77,84.3,0,10,5,6,0,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-001157,Email,Relatórios,Bug / Defeito,Baixa,Basic,Nordeste,54,328.3,0,12,2,6,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-001158,Telefone,Relatórios,Cancelamento,Média,Basic,Sul,55,143.3,1,2,4,3,0,55,8,0,0,0.0217,1,0,1,0,4,3,1
TCK-001159,Formulário Web,Relatórios,Problema Técnico,Média,Basic,Centro-Oeste,39,172.7,0,8,3,8,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001160,Formulário Web,API,Solicitação de Recurso,Baixa,Free,Sudeste,39,171.0,1,22,0,9,1,55,8,0,0,0.0638,0,0,0,0,4,3,1
TCK-001161,Formulário Web,Plataforma Web,Solicitação de Recurso,Baixa,Premium,Centro-Oeste,7,164.4,0,3,6,1,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001162,Chat,Plataforma Web,Acesso e Conta,Baixa,Premium,Norte,38,191.9,0,19,5,5,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001163,Email,API,Bug / Defeito,Baixa,Basic,Norte,43,483.7,0,6,1,11,0,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-001164,Telefone,Faturamento,Acesso e Conta,Baixa,Basic,Sul,41,187.6,0,0,6,5,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001165,Telefone,Integrações,Cancelamento,Alta,Basic,Norte,23,88.3,0,3,2,5,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-001166,Chat,Faturamento,Problema Técnico,Média,Basic,Sudeste,15,87.6,1,2,1,1,0,55,10,0,0,0.0222,0,0,0,0,4,3,1
TCK-001167,Chat,Faturamento,Acesso e Conta,Média,Free,Sudeste,42,85.4,0,18,3,12,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001168,Chat,Integrações,Bug / Defeito,Crítica,Free,Nordeste,3,20.8,1,1,5,4,1,46,9,0,0,0.0303,2,0,0,1,4,3,1
TCK-001169,Chat,Relatórios,Problema Técnico,Média,Free,Sul,0,74.4,0,7,2,4,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001170,Email,Relatórios,Dúvida / Como Fazer,Alta,Free,Norte,42,51.5,0,14,1,4,0,101,18,1,1,0.0247,1,0,0,0,3,2,0
TCK-001171,Chat,Plataforma Web,Acesso e Conta,Baixa,Premium,Norte,72,224.4,0,20,5,6,0,151,27,0,0,0.025,0,0,0,0,3,2,0
TCK-001172,Telefone,Plataforma Web,Acesso e Conta,Alta,Enterprise,Sudeste,56,78.1,0,19,6,10,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001173,Chat,Plataforma Web,Solicitação de Recurso,Baixa,Basic,Norte,34,166.9,0,19,0,11,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001174,Redes Sociais,App Mobile,Bug / Defeito,Baixa,Basic,Nordeste,25,211.5,0,7,3,10,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001175,Chat,API,Solicitação de Recurso,Baixa,Premium,Norte,24,305.8,0,17,1,5,0,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001176,Redes Sociais,Plataforma Web,Problema Técnico,Alta,Premium,Sudeste,12,58.5,0,21,6,11,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001177,Redes Sociais,App Mobile,Cancelamento,Alta,Premium,Centro-Oeste,41,76.6,0,3,0,9,0,55,8,0,0,0.0217,1,0,1,0,3,2,0
TCK-001178,Chat,Plataforma Web,Problema Técnico,Alta,Basic,Nordeste,48,87.0,0,22,0,9,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001179,Email,Faturamento,Faturamento,Média,Basic,Sudeste,33,126.0,0,14,3,6,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-001180,Email,API,Faturamento,Média,Free,Sul,48,195.6,0,17,0,3,0,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-001181,Redes Sociais,API,Dúvida / Como Fazer,Média,Premium,Nordeste,26,105.6,0,23,2,1,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001182,Chat,Plataforma Web,Faturamento,Média,Premium,Centro-Oeste,53,131.9,0,4,2,12,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-001183,Email,Plataforma Web,Cancelamento,Média,Basic,Sudeste,0,109.6,0,20,2,5,0,51,8,0,0,0.0233,1,0,0,1,3,2,0
TCK-001184,Telefone,Integrações,Problema Técnico,Alta,Basic,Sul,35,40.4,0,21,5,7,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001185,Chat,API,Problema Técnico,Baixa,Basic,Sul,8,269.0,0,3,6,8,0,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001186,Chat,App Mobile,Problema Técnico,Alta,Free,Nordeste,65,99.7,0,15,1,6,1,56,11,0,0,0.0222,0,0,0,0,3,2,0
TCK-001187,Email,Integrações,Acesso e Conta,Alta,Free,Norte,37,66.6,0,12,6,8,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001188,Formulário Web,Plataforma Web,Problema Técnico,Crítica,Free,Nordeste,30,47.8,0,21,3,9,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001189,Formulário Web,Plataforma Web,Dúvida / Como Fazer,Baixa,Basic,Centro-Oeste,12,178.6,0,23,3,3,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001190,Chat,Integrações,Solicitação de Recurso,Baixa,Basic,Sudeste,46,279.9,0,18,6,1,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001191,Email,Faturamento,Bug / Defeito,Média,Free,Sudeste,57,101.3,0,14,5,3,1,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001192,Telefone,Integrações,Faturamento,Baixa,Free,Sudeste,64,234.3,0,15,5,9,0,161,25,2,0,0.0227,0,0,0,0,3,2,0
TCK-001193,Email,Faturamento,Bug / Defeito,Média,Basic,Nordeste,40,125.0,1,1,4,6,1,61,11,0,0,0.0408,0,0,0,1,4,3,1
TCK-001194,Formulário Web,App Mobile,Cancelamento,Crítica,Free,Centro-Oeste,37,35.8,0,7,2,12,1,165,27,0,0,0.0224,2,0,1,0,3,2,0
TCK-001195,Redes Sociais,Plataforma Web,Dúvida / Como Fazer,Alta,Free,Centro-Oeste,47,96.3,0,15,0,10,0,98,17,0,1,0.0253,1,0,0,0,3,2,0
TCK-001196,Telefone,Faturamento,Bug / Defeito,Média,Enterprise,Sudeste,8,55.5,0,20,0,5,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-001197,Email,App Mobile,Faturamento,Baixa,Free,Sudeste,39,267.8,0,0,3,2,0,45,8,0,0,0.027,0,0,0,0,3,2,0
TCK-001198,Formulário Web,API,Problema Técnico,Média,Enterprise,Sudeste,25,149.6,0,19,3,4,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001199,Formulário Web,Relatórios,Solicitação de Recurso,Média,Free,Sul,73,105.3,0,10,0,5,1,123,21,0,0,0.03,0,0,0,0,3,2,0
TCK-001200,Email,Faturamento,Dúvida / Como Fazer,Média,Free,Sudeste,70,227.7,0,18,3,11,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001201,Redes Sociais,Faturamento,Problema Técnico,Baixa,Premium,Nordeste,42,326.6,1,6,1,8,1,161,27,0,0,0.0227,2,0,0,1,4,3,1
TCK-001202,Chat,API,Acesso e Conta,Média,Enterprise,Sudeste,28,125.6,0,14,6,4,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001203,Email,Relatórios,Dúvida / Como Fazer,Baixa,Enterprise,Sul,61,435.5,0,9,5,11,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001204,Chat,App Mobile,Solicitação de Recurso,Baixa,Free,Sudeste,33,279.6,0,1,1,8,1,153,23,0,0,0.0547,0,0,0,0,3,2,0
TCK-001205,Formulário Web,Relatórios,Solicitação de Recurso,Alta,Free,Nordeste,63,80.8,0,9,5,8,1,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-001206,Email,Relatórios,Solicitação de Recurso,Média,Basic,Sul,41,252.6,0,3,6,9,1,40,7,0,0,0.0303,0,0,0,0,3,2,0
TCK-001207,Chat,Plataforma Web,Dúvida / Como Fazer,Média,Free,Centro-Oeste,25,91.1,0,2,0,9,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001208,Telefone,Integrações,Dúvida / Como Fazer,Baixa,Basic,Sul,41,269.1,0,1,0,5,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001209,Email,Faturamento,Dúvida / Como Fazer,Média,Basic,Centro-Oeste,27,131.6,0,2,4,7,0,57,10,1,0,0.0213,0,0,0,0,3,2,0
TCK-001210,Chat,API,Problema Técnico,Média,Enterprise,Nordeste,37,90.5,0,19,4,12,0,55,10,0,0,0.0222,0,0,0,0,3,2,0
TCK-001211,Email,Integrações,Solicitação de Recurso,Alta,Free,Nordeste,19,79.0,0,6,0,10,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001212,Telefone,API,Problema Técnico,Baixa,Enterprise,Sul,29,219.5,0,8,1,3,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001213,Chat,Plataforma Web,Solicitação de Recurso,Média,Free,Sul,57,99.9,0,7,1,6,1,57,9,1,0,0.0208,0,0,0,0,3,2,0
TCK-001214,Email,Relatórios,Problema Técnico,Média,Free,Sul,63,107.6,1,17,3,6,0,161,27,0,0,0.0227,2,0,0,1,4,3,1
TCK-001215,Formulário Web,Integrações,Acesso e Conta,Baixa,Free,Nordeste,39,181.5,0,7,2,6,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001216,Chat,Relatórios,Bug / Defeito,Alta,Free,Norte,5,37.3,0,2,6,10,1,61,10,0,0,0.02,1,0,0,1,3,2,0
TCK-001217,Chat,Integrações,Bug / Defeito,Baixa,Basic,Norte,39,304.7,0,16,3,1,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001218,Email,App Mobile,Problema Técnico,Média,Basic,Sudeste,56,156.3,0,22,6,8,0,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001219,Chat,Relatórios,Acesso e Conta,Crítica,Free,Nordeste,55,39.0,0,5,2,4,0,185,32,0,0,0.027,1,0,0,0,3,2,0
TCK-001220,Email,Relatórios,Bug / Defeito,Média,Premium,Sul,25,126.1,0,6,4,2,0,46,9,0,0,0.0303,2,0,0,1,3,2,0
TCK-001221,Email,Integrações,Problema Técnico,Alta,Free,Centro-Oeste,0,49.6,0,23,5,10,1,59,10,0,0,0.0204,1,0,0,1,3,2,0
TCK-001222,Chat,Relatórios,Dúvida / Como Fazer,Baixa,Enterprise,Norte,53,269.6,0,2,3,9,0,53,9,0,0,0.0227,0,0,0,0,3,2,0
TCK-001223,Redes Sociais,API,Acesso e Conta,Alta,Free,Nordeste,41,48.3,0,8,0,3,0,54,10,0,0,0.0233,0,0,0,0,3,2,0
TCK-001224,Email,Plataforma Web,Problema Técnico,Média,Premium,Nordeste,64,186.2,1,11,2,6,0,59,10,0,0,0.0204,1,0,0,1,4,3,1
TCK-001225,Telefone,Integrações,Faturamento,Média,Free,Norte,62,187.3,0,17,1,8,0,59,9,1,0,0.0204,0,0,0,0,3,2,0
TCK-001226,Redes Sociais,API,Faturamento,Média,Basic,Sul,60,125.6,0,15,3,2,0,62,11,0,0,0.02,1,1,0,0,3,2,0
TCK-001227,Email,App Mobile,Solicitação de Recurso,Baixa,Free,Sul,81,152.2,0,16,1,12,0,55,8,0,0,0.0638,0,0,0,0,3,2,0
TCK-001228,Chat,Relatórios,Problema Técnico,Alta,Basic,Norte,56,57.2,0,17,0,9,0,103,17,0,0,0.0238,1,0,0,1,3,2,0
TCK-001229,Telefone,App Mobile,Acesso e Conta,Média,Basic,Norte,33,124.0,0,20,0,8,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001230,Email,Faturamento,Faturamento,Baixa,Enterprise,Norte,17,153.4,1,2,2,2,0,62,11,0,0,0.02,1,1,0,0,4,3,1
TCK-001231,Formulário Web,Faturamento,Acesso e Conta,Crítica,Basic,Sul,39,39.6,0,14,4,12,0,64,12,0,0,0.0192,0,0,0,0,3,2,0
TCK-001232,Formulário Web,API,Bug / Defeito,Baixa,Free,Centro-Oeste,70,301.5,0,12,0,5,0,61,11,0,0,0.0408,0,0,0,1,3,2,0
TCK-001233,Chat,API,Acesso e Conta,Média,Basic,Sudeste,4,111.4,0,23,4,1,0,64,9,0,0,0.037,1,0,0,0,3,2,0
TCK-001234,Telefone,Integrações,Problema Técnico,Média,Free,Sul,64,137.1,0,16,1,4,0,153,27,0,0,0.0242,0,0,0,0,3,2,0
TCK-001235,Redes Sociais,Integrações,Cancelamento,Média,Basic,Nordeste,40,191.6,0,23,0,10,0,51,8,0,0,0.0233,1,0,0,1,3,2,0
TCK-001236,Email,App Mobile,Acesso e Conta,Média,Basic,Nordeste,69,213.4,0,10,3,4,0,151,27,0,0,0.025,0,0,0,0,3,2,0
TCK-001237,Telefone,Faturamento,Dúvida / Como Fazer,Baixa,Premium,Sudeste,25,267.4,0,19,2,1,0,56,10,1,0,0.0217,0,0,0,0,3,2,0
TCK-001238,Telefone,API,Dúvida / Como Fazer,Alta,Premium,Nordeste,18,74.7,0,4,3,4,0,155,27,2,0,0.0238,0,0,0,0,3,2,0
