ticket_id,created_at,channel,product,category,priority,customer_tier,customer_id,agent_id,region,backlog_at_creation,first_response_minutes,resolution_minutes,reopened,csat_score,csat_missing,created_date,created_hour,created_weekday,created_month,sla_minutes,sla_breach
TCK-000499,2025-04-06 23:19:00,Chat,API,Faturamento,Média,Free,CUST-01374,AGT-035,Sul,18,98.9,463.6,0,5.0,0,2025-04-06,23,6,4,1440,0
TCK-000500,2025-12-05 11:27:00,Email,Plataforma Web,Cancelamento,Crítica,Premium,CUST-01746,AGT-052,Sul,52,43.3,202.1,0,3.0,0,2025-12-05,11,4,12,240,0
TCK-000501,2025-04-23 13:56:00,Telefone,Plataforma Web,Cancelamento,Alta,Basic,CUST-01823,AGT-038,Sudeste,33,94.9,294.7,0,5.0,0,2025-04-23,13,2,4,480,0
TCK-000502,2025-09-19 04:39:00,Email,Integrações,Bug / Defeito,Baixa,Free,CUST-01795,AGT-054,Sudeste,40,339.8,2793.1,0,,1,2025-09-19,4,4,9,2880,0
TCK-000503,2025-03-19 04:54:00,Email,API,Faturamento,Alta,Free,CUST-01691,AGT-027,Sul,5,74.4,615.9,1,,1,2025-03-19,4,2,3,480,1
TCK-000504,2025-07-19 16:43:00,Telefone,Relatórios,Dúvida / Como Fazer,Baixa,Free,CUST-00063,AGT-021,Sul,36,90.6,198.3,0,4.0,0,2025-07-19,16,5,7,2880,0
TCK-000505,2025-08-10 18:33:00,Redes Sociais,Plataforma Web,Acesso e Conta,Média,Enterprise,CUST-00340,AGT-066,Sudeste,26,106.5,279.1,0,4.0,0,2025-08-10,18,6,8,1440,0
TCK-000506,2025-09-28 01:32:00,Chat,Plataforma Web,Problema Técnico,Alta,Basic,CUST-01561,AGT-069,Norte,13,15.3,556.6,0,2.0,0,2025-09-28,1,6,9,480,1
TCK-000507,2025-06-08 06:04:00,Redes Sociais,Plataforma Web,Bug / Defeito,Média,Enterprise,CUST-01086,AGT-040,Centro-Oeste,7,150.1,1216.4,0,,1,2025-06-08,6,6,6,1440,0
TCK-000508,2025-03-08 13:19:00,Formulário Web,API,Dúvida / Como Fazer,Média,Basic,CUST-01324,AGT-048,Nordeste,65,155.3,303.7,0,4.0,0,2025-03-08,13,5,3,1440,0
TCK-000509,2025-08-17 03:47:00,Chat,Integrações,Cancelamento,Baixa,Premium,CUST-02440,AGT-062,Sudeste,50,303.9,478.0,0,5.0,0,2025-08-17,3,6,8,2880,0
TCK-000510,2025-12-24 00:07:00,Email,API,Problema Técnico,Alta,Premium,CUST-00892,AGT-027,Norte,15,67.6,919.2,1,,1,2025-12-24,0,2,12,480,1
TCK-000511,2025-09-11 20:13:00,Chat,App Mobile,Dúvida / Como Fazer,Baixa,Basic,CUST-02351,AGT-046,Sul,33,195.5,340.9,0,,1,2025-09-11,20,3,9,2880,0
TCK-000512,2025-07-24 12:41:00,Chat,Plataforma Web,Problema Técnico,Crítica,Basic,CUST-00701,AGT-019,Centro-Oeste,48,37.7,478.7,0,,1,2025-07-24,12,3,7,240,1
TCK-000513,2025-07-06 07:14:00,Chat,Plataforma Web,Bug / Defeito,Média,Basic,CUST-00216,AGT-030,Norte,16,73.1,1366.8,0,5.0,0,2025-07-06,7,6,7,1440,0
TCK-000514,2025-08-31 04:35:00,Chat,Faturamento,Faturamento,Média,Basic,CUST-00507,AGT-013,Centro-Oeste,0,71.9,607.8,0,5.0,0,2025-08-31,4,6,8,1440,0
TCK-000515,2025-04-04 16:05:00,Chat,API,Faturamento,Alta,Premium,CUST-01475,AGT-060,Norte,60,54.3,316.4,0,,1,2025-04-04,16,4,4,480,0
TCK-000516,2025-01-01 11:47:00,Formulário Web,Integrações,Bug / Defeito,Média,Free,CUST-01437,AGT-051,Nordeste,56,193.9,1564.4,0,,1,2025-01-01,11,2,1,1440,1
TCK-000517,2025-10-18 11:42:00,Email,Integrações,Faturamento,Média,Basic,CUST-01157,AGT-060,Sul,43,253.7,772.5,0,5.0,0,2025-10-18,11,5,10,1440,0
TCK-000518,2025-11-02 13:33:00,Email,API,Problema Técnico,Crítica,Free,CUST-00763,AGT-001,Sudeste,51,53.7,906.8,1,,1,2025-11-02,13,6,11,240,1
TCK-000519,2025-03-15 10:56:00,Email,Integrações,Bug / Defeito,Baixa,Enterprise,CUST-00202,AGT-053,Sudeste,51,229.2,1679.7,0,3.0,0,2025-03-15,10,5,3,2880,0
TCK-000520,2025-01-21 11:53:00,Chat,Relatórios,Dúvida / Como Fazer,Média,Free,CUST-00409,AGT-051,Sudeste,51,102.5,216.0,0,5.0,0,2025-01-21,11,1,1,1440,0
TCK-000521,2025-11-11 08:21:00,Redes Sociais,Relatórios,Dúvida / Como Fazer,Alta,Free,CUST-02056,AGT-010,Norte,15,45.1,254.4,0,4.0,0,2025-11-11,8,1,11,480,0
TCK-000522,2025-06-10 15:33:00,Redes Sociais,Integrações,Faturamento,Média,Free,CUST-02396,AGT-055,Nordeste,45,192.8,1108.7,0,,1,2025-06-10,15,1,6,1440,0
TCK-000523,2025-05-27 06:09:00,Formulário Web,App Mobile,Problema Técnico,Baixa,Premium,CUST-02403,AGT-061,Nordeste,41,248.3,1180.4,0,5.0,0,2025-05-27,6,1,5,2880,0
TCK-000524,2025-04-25 18:57:00,Chat,Plataforma Web,Faturamento,Alta,Basic,CUST-02066,AGT-055,Nordeste,90,84.1,386.5,1,4.0,0,2025-04-25,18,4,4,480,0
TCK-000525,2025-06-18 05:41:00,Email,Relatórios,Faturamento,Média,Free,CUST-02199,AGT-006,Nordeste,2,82.8,580.8,0,4.0,0,2025-06-18,5,2,6,1440,0
TCK-000526,2025-06-22 00:00:00,Email,API,Dúvida / Como Fazer,Baixa,Basic,CUST-00693,AGT-049,Nordeste,20,265.3,412.6,0,4.0,0,2025-06-22,0,6,6,2880,0
TCK-000527,2025-07-02 15:40:00,Telefone,Faturamento,Cancelamento,Média,Basic,CUST-01020,AGT-046,Sul,31,62.4,215.3,0,5.0,0,2025-07-02,15,2,7,1440,0
TCK-000528,2025-04-24 23:52:00,Formulário Web,Integrações,Solicitação de Recurso,Alta,Enterprise,CUST-02122,AGT-065,Norte,24,35.9,1556.8,0,3.0,0,2025-04-24,23,3,4,480,1
TCK-000529,2025-01-19 18:01:00,Email,Faturamento,Dúvida / Como Fazer,Baixa,Basic,CUST-00671,AGT-043,Norte,67,211.7,433.6,0,4.0,0,2025-01-19,18,6,1,2880,0
TCK-000530,2025-04-14 12:34:00,Redes Sociais,Relatórios,Cancelamento,Média,Free,CUST-01805,AGT-043,Sudeste,34,149.9,691.9,0,,1,2025-04-14,12,0,4,1440,0
TCK-000531,2025-09-05 08:00:00,Telefone,API,Acesso e Conta,Baixa,Premium,CUST-00372,AGT-057,Norte,10,215.3,381.1,0,4.0,0,2025-09-05,8,4,9,2880,0
TCK-000532,2025-02-23 16:35:00,Redes Sociais,API,Solicitação de Recurso,Alta,Enterprise,CUST-01783,AGT-028,Centro-Oeste,43,48.9,970.4,0,,1,2025-02-23,16,6,2,480,1
TCK-000533,2025-05-06 02:21:00,Formulário Web,Integrações,Faturamento,Crítica,Free,CUST-00311,AGT-024,Norte,5,15.7,315.9,0,,1,2025-05-06,2,1,5,240,1
TCK-000534,2025-07-23 06:19:00,Formulário Web,Plataforma Web,Dúvida / Como Fazer,Média,Premium,CUST-00807,AGT-067,Centro-Oeste,38,141.6,383.8,0,4.0,0,2025-07-23,6,2,7,1440,0
TCK-000535,2025-09-20 13:59:00,Chat,API,Problema Técnico,Baixa,Enterprise,CUST-02042,AGT-034,Nordeste,61,387.1,1007.0,0,4.0,0,2025-09-20,13,5,9,2880,0
TCK-000536,2025-01-09 20:31:00,Email,App Mobile,Solicitação de Recurso,Média,Basic,CUST-01477,AGT-012,Sul,3,350.7,1176.1,0,4.0,0,2025-01-09,20,3,1,1440,0
TCK-000537,2025-01-13 10:08:00,Telefone,Faturamento,Bug / Defeito,Alta,Enterprise,CUST-00028,AGT-041,Sul,45,70.3,774.2,1,,1,2025-01-13,10,0,1,480,1
TCK-000538,2025-03-14 08:32:00,Email,App Mobile,Acesso e Conta,Baixa,Basic,CUST-00075,AGT-030,Sul,15,258.5,653.0,0,,1,2025-03-14,8,4,3,2880,0
TCK-000539,2025-07-16 15:25:00,Email,Integrações,Cancelamento,Baixa,Basic,CUST-02011,AGT-009,Centro-Oeste,45,151.9,697.7,0,5.0,0,2025-07-16,15,2,7,2880,0
TCK-000540,2025-10-15 12:48:00,Chat,API,Acesso e Conta,Alta,Free,CUST-00585,AGT-065,Centro-Oeste,26,43.0,160.7,1,,1,2025-10-15,12,2,10,480,0
TCK-000541,2025-09-27 23:09:00,Redes Sociais,Plataforma Web,Faturamento,Baixa,Free,CUST-02416,AGT-009,Sudeste,15,274.9,710.4,0,,1,2025-09-27,23,5,9,2880,0
TCK-000542,2025-12-22 17:44:00,Chat,Faturamento,Problema Técnico,Crítica,Basic,CUST-00554,AGT-043,Sudeste,42,38.5,571.7,0,3.0,0,2025-12-22,17,0,12,240,1
TCK-000543,2025-08-22 18:38:00,Email,Faturamento,Problema Técnico,Baixa,Free,CUST-01962,AGT-042,Nordeste,51,256.3,2265.0,1,4.0,0,2025-08-22,18,4,8,2880,0
TCK-000544,2025-09-06 19:59:00,Email,Faturamento,Faturamento,Crítica,Enterprise,CUST-00682,AGT-024,Nordeste,41,36.1,299.4,0,3.0,0,2025-09-06,19,5,9,240,1
TCK-000545,2025-09-08 03:25:00,Chat,App Mobile,Cancelamento,Média,Basic,CUST-02514,AGT-062,Norte,14,98.7,331.4,0,4.0,0,2025-09-08,3,0,9,1440,0
TCK-000546,2025-12-25 20:12:00,Telefone,API,Cancelamento,Média,Basic,CUST-00493,AGT-047,Sul,6,166.9,534.1,0,5.0,0,2025-12-25,20,3,12,1440,0
TCK-000547,2025-09-03 02:37:00,Email,Relatórios,Cancelamento,Baixa,Basic,CUST-01864,AGT-028,Nordeste,32,343.9,967.7,0,4.0,0,2025-09-03,2,2,9,2880,0
TCK-000548,2025-05-04 14:21:00,Formulário Web,Relatórios,Solicitação de Recurso,Média,Basic,CUST-02466,AGT-055,Nordeste,68,168.8,2665.0,0,,1,2025-05-04,14,6,5,1440,1
TCK-000549,2025-12-26 23:05:00,Telefone,Relatórios,Problema Técnico,Baixa,Enterprise,CUST-00021,AGT-008,Sul,32,230.4,455.2,1,5.0,0,2025-12-26,23,4,12,2880,0
TCK-000550,2025-02-17 08:34:00,Chat,Plataforma Web,Problema Técnico,Baixa,Free,CUST-01349,AGT-028,Norte,18,163.3,747.6,0,5.0,0,2025-02-17,8,0,2,2880,0
TCK-000551,2025-08-30 03:32:00,Redes Sociais,Integrações,Solicitação de Recurso,Crítica,Premium,CUST-02545,AGT-014,Sul,42,39.2,2081.0,0,5.0,0,2025-08-30,3,5,8,240,1
TCK-000552,2025-07-31 08:22:00,Telefone,API,Cancelamento,Média,Basic,CUST-00285,AGT-035,Nordeste,41,683.3,1018.6,0,3.0,0,2025-07-31,8,3,7,1440,0
TCK-000553,2025-02-23 21:30:00,Email,Plataforma Web,Bug / Defeito,Média,Free,CUST-02583,AGT-049,Nordeste,8,177.6,3358.0,1,2.0,0,2025-02-23,21,6,2,1440,1
TCK-000554,2025-05-12 07:52:00,Email,Relatórios,Solicitação de Recurso,Média,Free,CUST-01320,AGT-038,Nordeste,9,197.3,2865.7,1,,1,2025-05-12,7,0,5,1440,1
TCK-000555,2025-04-20 03:08:00,Chat,Integrações,Solicitação de Recurso,Baixa,Premium,CUST-02005,AGT-033,Sul,26,274.3,1193.5,0,5.0,0,2025-04-20,3,6,4,2880,0
TCK-000556,2025-03-18 18:41:00,Telefone,Relatórios,Dúvida / Como Fazer,Baixa,Basic,CUST-01435,AGT-058,Nordeste,51,244.7,405.5,0,,1,2025-03-18,18,1,3,2880,0
TCK-000557,2025-01-09 21:31:00,Telefone,Faturamento,Problema Técnico,Média,Premium,CUST-01079,AGT-062,Norte,26,140.9,1405.2,0,4.0,0,2025-01-09,21,3,1,1440,0
TCK-000558,2025-04-03 23:37:00,Chat,App Mobile,Problema Técnico,Baixa,Basic,CUST-02307,AGT-028,Nordeste,38,192.4,1815.5,0,3.0,0,2025-04-03,23,3,4,2880,0
TCK-000559,2025-08-02 17:55:00,Redes Sociais,App Mobile,Problema Técnico,Baixa,Basic,CUST-01470,AGT-030,Centro-Oeste,55,232.7,1901.9,0,5.0,0,2025-08-02,17,5,8,2880,0
TCK-000560,2025-09-08 19:34:00,Email,Faturamento,Cancelamento,Alta,Basic,CUST-01352,AGT-058,Centro-Oeste,53,104.4,418.8,0,,1,2025-09-08,19,0,9,480,0
TCK-000561,2025-01-21 23:33:00,Redes Sociais,Relatórios,Problema Técnico,Baixa,Premium,CUST-00468,AGT-024,Sul,39,665.1,1959.2,0,,1,2025-01-21,23,1,1,2880,0
TCK-000562,2025-06-13 01:28:00,Email,App Mobile,Problema Técnico,Crítica,Basic,CUST-01176,AGT-061,Norte,31,34.8,560.4,0,2.0,0,2025-06-13,1,4,6,240,1
TCK-000563,2025-04-30 18:44:00,Chat,Integrações,Bug / Defeito,Alta,Free,CUST-00771,AGT-008,Sudeste,31,41.5,2416.8,1,,1,2025-04-30,18,2,4,480,1
TCK-000564,2025-03-23 21:01:00,Telefone,Integrações,Dúvida / Como Fazer,Média,Enterprise,CUST-00922,AGT-059,Sudeste,29,189.1,256.2,0,,1,2025-03-23,21,6,3,1440,0
TCK-000565,2025-01-22 20:42:00,Email,Integrações,Bug / Defeito,Baixa,Free,CUST-01186,AGT-032,Sudeste,12,303.3,1803.2,0,,1,2025-01-22,20,2,1,2880,0
TCK-000566,2025-11-24 15:30:00,Telefone,API,Cancelamento,Baixa,Premium,CUST-01404,AGT-065,Nordeste,48,267.2,470.4,0,4.0,0,2025-11-24,15,0,11,2880,0
TCK-000567,2025-08-08 09:10:00,Telefone,API,Dúvida / Como Fazer,Baixa,Basic,CUST-00750,AGT-040,Nordeste,61,213.3,339.4,0,5.0,0,2025-08-08,9,4,8,2880,0
TCK-000568,2025-09-26 17:31:00,Email,API,Cancelamento,Baixa,Basic,CUST-00634,AGT-026,Sudeste,64,220.8,736.7,0,,1,2025-09-26,17,4,9,2880,0
TCK-000569,2025-04-01 18:31:00,Telefone,Integrações,Acesso e Conta,Baixa,Enterprise,CUST-02113,AGT-008,Nordeste,74,125.3,499.4,1,4.0,0,2025-04-01,18,1,4,2880,0
TCK-000570,2025-04-03 23:58:00,Telefone,API,Dúvida / Como Fazer,Média,Premium,CUST-00927,AGT-045,Sudeste,4,49.1,108.7,0,,1,2025-04-03,23,3,4,1440,0
TCK-000571,2025-09-03 23:40:00,Email,Integrações,Problema Técnico,Baixa,Premium,CUST-01196,AGT-026,Centro-Oeste,45,209.1,866.0,0,4.0,0,2025-09-03,23,2,9,2880,0
TCK-000572,2025-02-09 19:53:00,Telefone,Plataforma Web,Faturamento,Baixa,Free,CUST-01183,AGT-041,Norte,21,180.3,950.9,0,4.0,0,2025-02-09,19,6,2,2880,0
TCK-000573,2025-12-25 20:32:00,Chat,App Mobile,Faturamento,Baixa,Enterprise,CUST-00828,AGT-054,Norte,25,148.6,466.8,0,,1,2025-12-25,20,3,12,2880,0
TCK-000574,2025-04-02 14:28:00,Formulário Web,Integrações,Dúvida / Como Fazer,Média,Free,CUST-02256,AGT-012,Nordeste,65,144.3,424.8,0,,1,2025-04-02,14,2,4,1440,0
TCK-000575,2025-09-08 17:50:00,Telefone,Plataforma Web,Problema Técnico,Alta,Enterprise,CUST-01672,AGT-047,Norte,59,62.7,528.2,0,3.0,0,2025-09-08,17,0,9,480,1
TCK-000576,2025-02-17 11:47:00,Chat,Plataforma Web,Acesso e Conta,Média,Free,CUST-00471,AGT-001,Centro-Oeste,67,129.6,306.6,0,5.0,0,2025-02-17,11,0,2,1440,0
TCK-000577,2025-04-20 14:06:00,Redes Sociais,API,Dúvida / Como Fazer,Média,Enterprise,CUST-00562,AGT-024,Norte,71,157.5,338.7,0,,1,2025-04-20,14,6,4,1440,0
TCK-000578,2025-03-30 20:58:00,Chat,API,Cancelamento,Baixa,Premium,CUST-00764,AGT-042,Sudeste,42,213.7,554.7,0,,1,2025-03-30,20,6,3,2880,0
TCK-000579,2025-04-23 14:25:00,Email,API,Dúvida / Como Fazer,Alta,Premium,CUST-01607,AGT-054,Sudeste,28,84.9,242.1,1,4.0,0,2025-04-23,14,2,4,480,0
TCK-000580,2025-03-26 11:27:00,Email,API,Acesso e Conta,Alta,Basic,CUST-01389,AGT-012,Nordeste,44,84.0,273.4,0,4.0,0,2025-03-26,11,2,3,480,0
TCK-000581,2025-09-11 12:35:00,Formulário Web,Plataforma Web,Problema Técnico,Alta,Free,CUST-01003,AGT-001,Sudeste,30,31.5,414.2,0,,1,2025-09-11,12,3,9,480,0
TCK-000582,2025-02-10 07:28:00,Chat,Plataforma Web,Faturamento,Crítica,Enterprise,CUST-02473,AGT-026,Norte,24,28.5,221.5,0,,1,2025-02-10,7,0,2,240,0
TCK-000583,2025-09-25 00:19:00,Email,Faturamento,Dúvida / Como Fazer,Baixa,Premium,CUST-02229,AGT-040,Sudeste,45,536.0,667.7,0,,1,2025-09-25,0,3,9,2880,0
TCK-000584,2025-03-21 13:07:00,Email,API,Solicitação de Recurso,Baixa,Free,CUST-00415,AGT-028,Norte,76,272.4,2534.2,0,,1,2025-03-21,13,4,3,2880,0
TCK-000585,2025-06-30 04:53:00,Email,App Mobile,Cancelamento,Média,Free,CUST-01446,AGT-047,Sul,12,52.4,294.0,0,5.0,0,2025-06-30,4,0,6,1440,0
TCK-000586,2025-06-05 07:05:00,Email,App Mobile,Cancelamento,Baixa,Premium,CUST-00215,AGT-046,Sudeste,8,174.0,587.4,0,4.0,0,2025-06-05,7,3,6,2880,0
TCK-000587,2025-12-21 21:22:00,Email,Relatórios,Faturamento,Baixa,Basic,CUST-01921,AGT-009,Nordeste,32,202.5,733.7,0,,1,2025-12-21,21,6,12,2880,0
TCK-000588,2025-07-20 08:18:00,Redes Sociais,API,Cancelamento,Média,Enterprise,CUST-01358,AGT-060,Nordeste,20,135.5,204.2,0,,1,2025-07-20,8,6,7,1440,0
TCK-000589,2025-08-30 08:52:00,Email,Faturamento,Solicitação de Recurso,Alta,Enterprise,CUST-00043,AGT-005,Sul,19,92.8,930.4,0,,1,2025-08-30,8,5,8,480,1
TCK-000590,2025-09-07 10:57:00,Telefone,App Mobile,Problema Técnico,Baixa,Free,CUST-00048,AGT-042,Sudeste,83,198.9,1068.9,0,4.0,0,2025-09-07,10,6,9,2880,0
TCK-000591,2025-10-16 14:22:00,Email,App Mobile,Problema Técnico,Alta,Enterprise,CUST-01458,AGT-015,Nordeste,31,63.2,846.0,1,,1,2025-10-16,14,3,10,480,1
TCK-000592,2025-12-23 22:52:00,Formulário Web,API,Faturamento,Alta,Free,CUST-02109,AGT-021,Norte,43,58.8,435.3,0,5.0,0,2025-12-23,22,1,12,480,0
TCK-000593,2025-09-14 22:21:00,Email,App Mobile,Acesso e Conta,Média,Premium,CUST-00212,AGT-049,Sudeste,71,143.0,432.1,0,4.0,0,2025-09-14,22,6,9,1440,0
TCK-000594,2025-01-30 02:08:00,Redes Sociais,Faturamento,Cancelamento,Alta,Free,CUST-02370,AGT-029,Nordeste,5,34.1,298.5,0,5.0,0,2025-01-30,2,3,1,480,0
TCK-000595,2025-01-27 20:21:00,Chat,Integrações,Problema Técnico,Alta,Premium,CUST-00718,AGT-001,Sudeste,52,45.3,1306.6,0,3.0,0,2025-01-27,20,0,1,480,1
TCK-000596,2025-04-20 23:31:00,Email,Relatórios,Cancelamento,Alta,Enterprise,CUST-01541,AGT-031,Norte,29,74.6,452.5,0,5.0,0,2025-04-20,23,6,4,480,0
TCK-000597,2025-03-20 16:01:00,Redes Sociais,Faturamento,Problema Técnico,Média,Free,CUST-01879,AGT-026,Centro-Oeste,58,166.6,2715.5,0,3.0,0,2025-03-20,16,3,3,1440,1
TCK-000598,2025-11-09 13:24:00,Redes Sociais,Faturamento,Problema Técnico,Média,Free,CUST-01236,AGT-060,Centro-Oeste,71,206.7,1907.7,1,,1,2025-11-09,13,6,11,1440,1
TCK-000599,2025-12-23 05:26:00,Telefone,Relatórios,Faturamento,Média,Basic,CUST-01296,AGT-042,Sul,41,109.8,529.8,0,3.0,0,2025-12-23,5,1,12,1440,0
TCK-000600,2025-09-23 08:58:00,Chat,Plataforma Web,Bug / Defeito,Crítica,Premium,CUST-02054,AGT-045,Sul,57,52.9,996.2,0,,1,2025-09-23,8,1,9,240,1
TCK-000601,2025-02-25 21:59:00,Formulário Web,Plataforma Web,Acesso e Conta,Média,Premium,CUST-00564,AGT-068,Nordeste,16,94.3,398.9,0,,1,2025-02-25,21,1,2,1440,0
TCK-000602,2025-08-19 02:12:00,Formulário Web,Plataforma Web,Bug / Defeito,Alta,Basic,CUST-02415,AGT-002,Sul,43,45.6,988.5,0,2.0,0,2025-08-19,2,1,8,480,1
TCK-000603,2025-01-02 11:45:00,Chat,Faturamento,Acesso e Conta,Baixa,Free,CUST-00040,AGT-022,Sudeste,54,101.5,279.6,0,,1,2025-01-02,11,3,1,2880,0
TCK-000604,2025-06-10 12:55:00,Telefone,App Mobile,Dúvida / Como Fazer,Alta,Enterprise,CUST-00501,AGT-003,Sul,74,58.2,173.9,0,4.0,0,2025-06-10,12,1,6,480,0
TCK-000605,2025-07-26 18:45:00,Telefone,Plataforma Web,Problema Técnico,Baixa,Free,CUST-00506,AGT-052,Sudeste,77,408.9,2309.3,0,5.0,0,2025-07-26,18,5,7,2880,0
TCK-000606,2025-12-04 15:25:00,Formulário Web,Plataforma Web,Acesso e Conta,Baixa,Free,CUST-01922,AGT-030,Centro-Oeste,50,569.6,830.4,0,5.0,0,2025-12-04,15,3,12,2880,0
TCK-000607,2025-05-05 07:21:00,Telefone,Integrações,Problema Técnico,Média,Basic,CUST-02444,AGT-051,Sudeste,46,280.3,608.3,0,5.0,0,2025-05-05,7,0,5,1440,0
TCK-000608,2025-03-30 17:14:00,Telefone,Faturamento,Solicitação de Recurso,Baixa,Basic,CUST-01561,AGT-043,Sul,24,177.0,2237.6,0,4.0,0,2025-03-30,17,6,3,2880,0
TCK-000609,2025-02-10 00:18:00,Telefone,Plataforma Web,Acesso e Conta,Alta,Basic,CUST-01069,AGT-048,Norte,29,31.2,126.3,0,5.0,0,2025-02-10,0,0,2,480,0
TCK-000610,2025-09-09 20:05:00,Email,Plataforma Web,Problema Técnico,Média,Basic,CUST-00995,AGT-025,Nordeste,50,69.7,760.6,0,5.0,0,2025-09-09,20,1,9,1440,0
TCK-000611,2025-06-07 06:29:00,Chat,App Mobile,Solicitação de Recurso,Média,Basic,CUST-02436,AGT-043,Nordeste,19,95.7,1763.1,0,,1,2025-06-07,6,5,6,1440,1
TCK-000612,2025-08-16 20:02:00,Formulário Web,API,Cancelamento,Média,Basic,CUST-01181,AGT-030,Norte,35,83.9,675.3,0,,1,2025-08-16,20,5,8,1440,0
TCK-000613,2025-03-21 20:14:00,Chat,Integrações,Dúvida / Como Fazer,Média,Free,CUST-01835,AGT-034,Nordeste,36,78.4,185.5,0,2.0,0,2025-03-21,20,4,3,1440,0
TCK-000614,2025-01-04 15:02:00,Chat,App Mobile,Acesso e Conta,Alta,Basic,CUST-00616,AGT-052,Nordeste,53,85.7,561.6,0,,1,2025-01-04,15,5,1,480,1
TCK-000615,2025-12-24 14:21:00,Email,Plataforma Web,Problema Técnico,Crítica,Free,CUST-00989,AGT-004,Sudeste,78,56.7,1164.6,1,,1,2025-12-24,14,2,12,240,1
TCK-000616,2025-01-03 09:16:00,Telefone,Plataforma Web,Acesso e Conta,Média,Basic,CUST-01712,AGT-067,Sudeste,64,218.1,487.5,0,5.0,0,2025-01-03,9,4,1,1440,0
TCK-000617,2025-03-13 00:18:00,Telefone,Relatórios,Solicitação de Recurso,Baixa,Free,CUST-00835,AGT-057,Sudeste,20,992.9,3397.2,0,,1,2025-03-13,0,3,3,2880,1
TCK-000618,2025-04-21 10:57:00,Chat,Faturamento,Solicitação de Recurso,Baixa,Premium,CUST-01273,AGT-063,Sul,38,377.0,2144.3,0,,1,2025-04-21,10,0,4,2880,0
TCK-000619,2025-01-19 10:52:00,Redes Sociais,App Mobile,Acesso e Conta,Média,Enterprise,CUST-01162,AGT-033,Sul,4,108.9,187.1,0,4.0,0,2025-01-19,10,6,1,1440,0
TCK-000620,2025-02-17 15:55:00,Chat,Faturamento,Dúvida / Como Fazer,Baixa,Free,CUST-01892,AGT-065,Norte,41,126.9,311.7,0,3.0,0,2025-02-17,15,0,2,2880,0
TCK-000621,2025-11-29 18:04:00,Email,Faturamento,Cancelamento,Média,Basic,CUST-00274,AGT-018,Centro-Oeste,60,185.3,624.1,0,,1,2025-11-29,18,5,11,1440,0
TCK-000622,2025-12-16 20:52:00,Chat,Faturamento,Problema Técnico,Baixa,Premium,CUST-01212,AGT-036,Centro-Oeste,14,189.0,814.9,1,,1,2025-12-16,20,1,12,2880,0
TCK-000623,2025-11-05 21:00:00,Chat,Integrações,Solicitação de Recurso,Média,Basic,CUST-00470,AGT-004,Nordeste,40,98.4,2005.9,0,,1,2025-11-05,21,2,11,1440,1
TCK-000624,2025-03-03 19:59:00,Chat,Faturamento,Acesso e Conta,Alta,Basic,CUST-00625,AGT-048,Sudeste,0,18.6,136.2,0,4.0,0,2025-03-03,19,0,3,480,0
TCK-000625,2025-12-24 04:58:00,Formulário Web,Plataforma Web,Problema Técnico,Alta,Premium,CUST-00536,AGT-062,Sudeste,18,41.0,1060.3,0,2.0,0,2025-12-24,4,2,12,480,1
TCK-000626,2025-05-03 17:42:00,Chat,Faturamento,Bug / Defeito,Média,Enterprise,CUST-02257,AGT-062,Centro-Oeste,94,134.3,1175.4,0,,1,2025-05-03,17,5,5,1440,0
TCK-000627,2025-08-21 04:34:00,Formulário Web,Relatórios,Dúvida / Como Fazer,Média,Premium,CUST-00487,AGT-046,Sudeste,25,72.4,186.0,0,,1,2025-08-21,4,3,8,1440,0
TCK-000628,2025-10-11 23:23:00,Email,Integrações,Dúvida / Como Fazer,Média,Basic,CUST-01289,AGT-060,Sul,34,116.2,251.7,0,5.0,0,2025-10-11,23,5,10,1440,0
TCK-000629,2025-04-09 04:44:00,Chat,App Mobile,Faturamento,Alta,Free,CUST-00952,AGT-058,Sudeste,67,64.4,421.6,0,4.0,0,2025-04-09,4,2,4,480,0
TCK-000630,2025-02-22 13:14:00,Email,API,Faturamento,Crítica,Premium,CUST-01034,AGT-020,Sudeste,54,52.2,380.0,0,3.0,0,2025-02-22,13,5,2,240,1
TCK-000631,2025-02-10 05:48:00,Redes Sociais,API,Problema Técnico,Baixa,Basic,CUST-00897,AGT-002,Sul,27,215.2,1543.5,0,4.0,0,2025-02-10,5,0,2,2880,0
TCK-000632,2025-11-21 11:16:00,Chat,App Mobile,Acesso e Conta,Baixa,Free,CUST-01873,AGT-038,Sul,77,114.0,385.0,0,,1,2025-11-21,11,4,11,2880,0
TCK-000633,2025-06-06 08:25:00,Redes Sociais,Faturamento,Problema Técnico,Média,Basic,CUST-01566,AGT-028,Sul,26,85.6,630.8,0,,1,2025-06-06,8,4,6,1440,0
TCK-000634,2025-11-11 07:57:00,Telefone,App Mobile,Problema Técnico,Média,Basic,CUST-02420,AGT-040,Nordeste,17,60.5,1031.4,1,5.0,0,2025-11-11,7,1,11,1440,0
TCK-000635,2025-11-07 18:41:00,Chat,App Mobile,Problema Técnico,Crítica,Enterprise,CUST-02391,AGT-010,Nordeste,52,41.8,299.8,0,,1,2025-11-07,18,4,11,240,1
TCK-000636,2025-11-01 08:44:00,Redes Sociais,App Mobile,Problema Técnico,Média,Basic,CUST-00213,AGT-064,Centro-Oeste,44,417.1,3061.5,1,3.0,0,2025-11-01,8,5,11,1440,1
